id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
18723;Train/aja_pm19980926e_ud211.conllu;Kerget sirmi on mugav kokku panna ja ümber paigutada , aga see ei püsi kuigi hästi püsti , eriti kui hõlma laius on väike .;71;76;kuigi;free;Kerget sirmi on mugav kokku panna ja ümber paigutada , aga see ei püsi hästi püsti , eriti kui hõlma laius on väike .;100.0;100.0;100.0
18724;Train/aja_pm19980926e_ud211.conllu;Kerget sirmi on mugav kokku panna ja ümber paigutada , aga see ei püsi kuigi hästi püsti , eriti kui hõlma laius on väike .;71;82;kuigi hästi;free;Kerget sirmi on mugav kokku panna ja ümber paigutada , aga see ei püsi püsti , eriti kui hõlma laius on väike .;100.0;100.0;100.0
18729;Train/aja_ml200247_osa_3_ud211.conllu;Samas on saadav tõend vaid hetkelise kehtivusega , s.t paberi andmise hetkel oli selline ettevõtja niisuguse tegevusalaga registris registreeritud .;22;26;vaid;free;Samas on saadav tõend hetkelise kehtivusega , s.t paberi andmise hetkel oli selline ettevõtja niisuguse tegevusalaga registris registreeritud .;100.0;100.0;100.0
18733;Train/aja_ee199920_osa_2_ud211.conllu;Gurmaanidele tahavad lokaalid aga pakkuda midagi , mida toiduainetetööstus ei paku .;30;33;aga;free;Gurmaanidele tahavad lokaalid pakkuda midagi , mida toiduainetetööstus ei paku .;100.0;100.0;100.0
18734;Train/arborest_ud211.conllu;Arnold püsib vankumatult sadulas kõikidest pilgetest ja püünistest hoolimata .;13;24;vankumatult;free;Arnold püsib sadulas kõikidest pilgetest ja püünistest hoolimata .;100.0;100.0;100.0
18735;Train/aja_ee199920_osa_1_ud211.conllu;""" Meie müüme eelkõige ettevõtmise potentsiaali .";13;21;eelkõige;free;""" Meie müüme ettevõtmise potentsiaali .";100.0;100.0;100.0
18741;Train/aja_pm20001004_osa_4_ud211.conllu;Konservatiivide varivalitsuse rahandusminister Michael Portillo rõhutas oma eilses ettekandes , et võimalik tulevane tooride valitsus suurendaks kulutusi tervishoiule , üritades seeläbi suurendada ka erasektori rolli .;197;199;ka;free;Konservatiivide varivalitsuse rahandusminister Michael Portillo rõhutas oma eilses ettekandes , et võimalik tulevane tooride valitsus suurendaks kulutusi tervishoiule , üritades seeläbi suurendada erasektori rolli .;100.0;100.0;100.0
18742;Train/aja_luup200202_osa_3_ud211.conllu;Maailmapank peab just seda peaaegu ainsaks reaalseks väljapääsuks .;17;21;just;free;Maailmapank peab seda peaaegu ainsaks reaalseks väljapääsuks .;100.0;100.0;100.0
18744;Train/ilu_kivirahk_ud211.conllu;"Kas toon maitsta ? """;0;3;Kas;free;"toon maitsta ? """;100.0;100.0;100.0
18746;Train/tea_geofyysika.conllu;Kahjuks oli tähtede evolutsiooni teooria ise sellel ajal tänapäevases mõttes küllaltki vildak .;77;86;küllaltki;free;Kahjuks oli tähtede evolutsiooni teooria ise sellel ajal tänapäevases mõttes vildak .;100.0;100.0;100.0
18759;Train/aja_ee200110_osa_3_ud211.conllu;Mõned kosilased on elamut ka kaemas käinud .;26;28;ka;free;Mõned kosilased on elamut kaemas käinud .;100.0;100.0;100.0
18761;Train/tea_AA_05_6_ud211.conllu;Andmete puhul täpselt samamoodi : kindla oskusteabe ning vahendite abil proovitakse suurest andmehulgast kätte saada väärtuslikku ning isegi ootamatut informatsiooni .;14;21;täpselt;free;Andmete puhul samamoodi : kindla oskusteabe ning vahendite abil proovitakse suurest andmehulgast kätte saada väärtuslikku ning isegi ootamatut informatsiooni .;100.0;100.0;100.0
