id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
71681;Dev/ilu_orlau_ud211.conllu;""" Juudas ... "" sosistas ta .";0;14;""" Juudas ... """;bound;sosistas ta .;100.0;100.0;100.0
71684;Train/ilu_kivirahk_ud211.conllu;""" Tere hommikust , maestro , "" ütles Tõnu viisakalt , ehkki hommikust oli asi veel kaugel .";0;30;""" Tere hommikust , maestro , """;bound;ütles Tõnu viisakalt , ehkki hommikust oli asi veel kaugel .;90.9;100.0;90.9
71687;Train/aja_sloleht20071217_ud211.conllu;See periood aitas kaasa minu elufilosoofia kujunemisele , sest Tšikin ütles meile : poisid , te peate edasi õppima , kõrghariduse omandama .;84;90;poisid;bound;See periood aitas kaasa minu elufilosoofia kujunemisele , sest Tšikin ütles meile : , te peate edasi õppima , kõrghariduse omandama .;90.9;95.5;95.5
71689;Train/aja_ee200110_osa_7_ud211.conllu;"Tema käskija aga seisis piitsaga keset saali , nagu seisab tsirkuse dressöör keset areeni , keerutades paiga peal ringi , juhatas tõsiselt ja asjalikult , nipsutas piitsa , vilistas ja tegi : "" Hopp - hopp , Mieze ! """;192;217;""" Hopp - hopp , Mieze ! """;bound;Tema käskija aga seisis piitsaga keset saali , nagu seisab tsirkuse dressöör keset areeni , keerutades paiga peal ringi , juhatas tõsiselt ja asjalikult , nipsutas piitsa , vilistas ja tegi : ;84.4;84.4;100.0
71702;Train/ilu_vilep_ud211.conllu;""" Isa , "" vaatas Jan manitseval pilgul vallatlevat papsi , "" sa sittusid meie hariduse täis ! """;0;9;""" Isa , """;bound;"vaatas Jan manitseval pilgul vallatlevat papsi , "" sa sittusid meie hariduse täis ! """;73.3;73.3;86.7
71721;Train/aja_sloleht20071217_ud211.conllu;Tule taevas appi !;5;11;taevas;bound;Tule appi !;100.0;100.0;100.0
71725;Train/ilu_vilep_ud211.conllu;""" Kallis , "" püüdis ta ääriveeri juttu alustada , "" mul on tunne , et seekord vajan ma psühhiaatrilist ravi . """;2;8;Kallis;bound;""" , "" püüdis ta ääriveeri juttu alustada , "" mul on tunne , et seekord vajan ma psühhiaatrilist ravi . """;72.7;77.3;86.4
71726;Train/ilu_vilep_ud211.conllu;""" Siga ! "" tegi naine kokkuvõtte .";0;10;""" Siga ! """;bound;tegi naine kokkuvõtte .;100.0;100.0;100.0
71732;Dev/aja_ml200247_osa6_ud211.conllu;"Et kauneid , lausa lummavaid maastikke , merd ja metsa on maalinud sama inimene , kelle rasket noorpõlve kirjeldab raamat "" Inimesed , ma kardan teid "" , tundus peaaegu uskumatu .";124;132;Inimesed;bound;"Et kauneid , lausa lummavaid maastikke , merd ja metsa on maalinud sama inimene , kelle rasket noorpõlve kirjeldab raamat "" , ma kardan teid "" , tundus peaaegu uskumatu .";93.5;96.8;96.8
71739;Dev/ilu_ruben_ud211.conllu;"Tal on ligipääs minu ilusatele armastuskirjadele , mis algavad nii : "" tere , kallis tibuke "" , "" armas kiisu "" , "" päikest sulle , maailma parim suudleja "" , "" meie randevuude rajad on rammetult rohtunud "" jms .";76;91;, kallis tibuke;bound;"Tal on ligipääs minu ilusatele armastuskirjadele , mis algavad nii : "" tere "" , "" armas kiisu "" , "" päikest sulle , maailma parim suudleja "" , "" meie randevuude rajad on rammetult rohtunud "" jms .";76.9;87.2;84.6
71740;Dev/ilu_ruben_ud211.conllu;"Tal on ligipääs minu ilusatele armastuskirjadele , mis algavad nii : "" tere , kallis tibuke "" , "" armas kiisu "" , "" päikest sulle , maailma parim suudleja "" , "" meie randevuude rajad on rammetult rohtunud "" jms .";130;154;, maailma parim suudleja;bound;"Tal on ligipääs minu ilusatele armastuskirjadele , mis algavad nii : "" tere , kallis tibuke "" , "" armas kiisu "" , "" päikest sulle "" , "" meie randevuude rajad on rammetult rohtunud "" jms .";73.7;78.9;86.8
71741;Train/aja_epl20061216_ud211.conllu;"Tänavu andis Kreutzwaldi memoriaalmuuseum välja kaks mälestusmedalit : Kyösti Kettunen sai selle eesti eepose "" Kalevipoeg "" soome keelde tõlkimise eest ning näitleja Katariina Lauk osatäitmise eest Markus Zohneri lavastuses "" Kalevipoeg "" ( VAT-teater ) ja eepose esitamise eest Eesti Raadio saatesarjas "" Mis on su nimi , Kalevipoeg ? "" , kirjutab Võrumaa Teataja .";322;334;, Kalevipoeg;bound;"Tänavu andis Kreutzwaldi memoriaalmuuseum välja kaks mälestusmedalit : Kyösti Kettunen sai selle eesti eepose "" Kalevipoeg "" soome keelde tõlkimise eest ning näitleja Katariina Lauk osatäitmise eest Markus Zohneri lavastuses "" Kalevipoeg "" ( VAT-teater ) ja eepose esitamise eest Eesti Raadio saatesarjas "" Mis on su nimi ? "" , kirjutab Võrumaa Teataja .";87.3;89.1;96.4
71756;Train/ilu_vilep_ud211.conllu;""" Jan , kallis ! "" langes jumala võõras naine Janile kaela .";2;14;Jan , kallis;bound;""" ! "" langes jumala võõras naine Janile kaela .";90.0;90.0;90.0
71757;Train/ilu_kivirahk_ud211.conllu;""" Sir Parcival ! "" hõikas Galahad .";2;14;Sir Parcival;bound;""" ! "" hõikas Galahad .";100.0;100.0;100.0
71762;Train/ilu_vilep_ud211.conllu;""" Ängistusest ja rahutusest , kallis laps .";28;41;, kallis laps;bound;""" Ängistusest ja rahutusest .";100.0;100.0;100.0
71778;Train/ilu_kanep_ud211.conllu;Seda ennustavad kajakad , need kiledalt kõõksujad veepinna kohal , seda ennustavad poripritsmetes autod , tülpinud näod tuuleklaasi varjus , seda ennustad ka sina , mu kallim , kes sa serveerid hommikukohvi nii sombusel ilmel - kõik .;163;227;, mu kallim , kes sa serveerid hommikukohvi nii sombusel ilmel -;bound;Seda ennustavad kajakad , need kiledalt kõõksujad veepinna kohal , seda ennustavad poripritsmetes autod , tülpinud näod tuuleklaasi varjus , seda ennustad ka sina kõik .;76.9;84.6;80.8
71785;Train/ilu_kivirahk_ud211.conllu;""" Leemet ! "" ütles ta .";0;12;""" Leemet ! """;bound;ütles ta .;100.0;100.0;100.0
