id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
72066;Train/aja_horisont2000_osa_1_ud211.conllu;Nõuet kordasid avalikult ka Saksa diplomaadid , sealhulgas välisasjade riigisekretär ( vastab välisministrile ) Bernhard v. Bülow oma kõnes Riigipäeval 1897. aastal .;59;70;välisasjade;bound;Nõuet kordasid avalikult ka Saksa diplomaadid , sealhulgas riigisekretär ( vastab välisministrile ) Bernhard v. Bülow oma kõnes Riigipäeval 1897. aastal .;59.1;63.6;63.6
72070;Train/ilu_remsu_ud211.conllu;Siiski on teada , et Marco Polo polnud sugugi esimene eurooplane Hiinas ning võib-olla oli tal koguni Hiinasse minnes piisavalt eelinformatsiooni nii Hiina kui ka kogu Aasia kohta .;65;71;Hiinas;bound;Siiski on teada , et Marco Polo polnud sugugi esimene eurooplane ning võib-olla oli tal koguni Hiinasse minnes piisavalt eelinformatsiooni nii Hiina kui ka kogu Aasia kohta .;92.9;92.9;96.4
72071;Train/ilu_remsu_ud211.conllu;Siiski on teada , et Marco Polo polnud sugugi esimene eurooplane Hiinas ning võib-olla oli tal koguni Hiinasse minnes piisavalt eelinformatsiooni nii Hiina kui ka kogu Aasia kohta .;146;179;nii Hiina kui ka kogu Aasia kohta;bound;Siiski on teada , et Marco Polo polnud sugugi esimene eurooplane Hiinas ning võib-olla oli tal koguni Hiinasse minnes piisavalt eelinformatsiooni .;90.9;90.9;100.0
72072;Train/aja_sloleht20071217_ud211.conllu;Eestimaa uhkustele kuulub tänu ning Ivo Lille loodud sümboolne klaasist auhind .;0;8;Eestimaa;bound;uhkustele kuulub tänu ning Ivo Lille loodud sümboolne klaasist auhind .;81.8;81.8;81.8
72076;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Sõlmelised vormid kujutavad endast tüüpiliselt paikset AL-amüloidoosi , difuusne alveoseptaalne vorm on difuusse amüloidoosi väljenduseks .;104;124;difuusse amüloidoosi;bound;Sõlmelised vormid kujutavad endast tüüpiliselt paikset AL-amüloidoosi , difuusne alveoseptaalne vorm on väljenduseks .;78.6;92.9;85.7
72078;Train/ilu_kanep_ud211.conllu;Tarbimistungi avaldumine .;0;13;Tarbimistungi;bound;avaldumine .;100.0;100.0;100.0
72082;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;3 Sotsiaalministri 21.12.2001. a määrus nr 149 “ Tervishoiuteenuste kättesaadavuse nõuded ” ( § 7 lg 2 ) .;49;67;Tervishoiuteenuste;bound;3 Sotsiaalministri 21.12.2001. a määrus nr 149 “ kättesaadavuse nõuded ” ( § 7 lg 2 ) .;0.0;5.6;27.8
72083;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;3 Sotsiaalministri 21.12.2001. a määrus nr 149 “ Tervishoiuteenuste kättesaadavuse nõuded ” ( § 7 lg 2 ) .;49;82;Tervishoiuteenuste kättesaadavuse;bound;3 Sotsiaalministri 21.12.2001. a määrus nr 149 “ nõuded ” ( § 7 lg 2 ) .;0.0;0.0;29.4
72086;Train/aja_ee199920_osa_2_ud211.conllu;Uue valitsuskabineti ministrid , v.a Jüri Mõis , avalikustasid Eesti Päevalehes oma eelmise aasta tulud , mispeale Äripäev nimetas teid seltskonna ainukeseks mustaks lambaks .;63;68;Eesti;bound;Uue valitsuskabineti ministrid , v.a Jüri Mõis , avalikustasid Päevalehes oma eelmise aasta tulud , mispeale Äripäev nimetas teid seltskonna ainukeseks mustaks lambaks .;87.5;91.7;91.7
72091;Train/aja_ml200247_osa_3_ud211.conllu;""" On valiku küsimus , kas maksta kinni eelmise perioodi kahjud või kasutada raha tulevikule mõeldes - turu-uuringuteks ja reklaamiks . """;5;11;valiku;bound;""" On küsimus , kas maksta kinni eelmise perioodi kahjud või kasutada raha tulevikule mõeldes - turu-uuringuteks ja reklaamiks . """;66.7;66.7;85.7
72095;Train/aja_ee200110_osa_3_ud211.conllu;Ka kuuldub teatrimajast , et direktor Iljin on Monte-Carlo aktsionär või nõukogu liige .;73;80;nõukogu;bound;Ka kuuldub teatrimajast , et direktor Iljin on Monte-Carlo aktsionär või liige .;100.0;100.0;100.0
72098;Train/aja_horisont2000_osa_2_ud211.conllu;Millised geeniregulatsiooni probleemid on tänapäeva maailmateaduses kõige teravamalt esil ?;9;27;geeniregulatsiooni;bound;Millised probleemid on tänapäeva maailmateaduses kõige teravamalt esil ?;66.7;88.9;66.7
