id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
71816;Train/ilu_kanep_ud211.conllu;""" Oi , sorry , ma ei tea , mis mulle sisse läks , "" vabandasin hetkeks eemale tõmbudes .";2;4;Oi;redundant comma;""" , sorry , ma ei tea , mis mulle sisse läks , "" vabandasin hetkeks eemale tõmbudes .";84.2;84.2;89.5
71817;Train/ilu_kanep_ud211.conllu;""" Oi , sorry , ma ei tea , mis mulle sisse läks , "" vabandasin hetkeks eemale tõmbudes .";7;12;sorry;redundant comma;""" Oi , , ma ei tea , mis mulle sisse läks , "" vabandasin hetkeks eemale tõmbudes .";84.2;84.2;89.5
71818;Train/ilu_kanep_ud211.conllu;Asjad on ju seotud ja selged , muuseas , as-jah-d , jah , rasta , jaa .;52;55;jah;redundant comma;Asjad on ju seotud ja selged , muuseas , as-jah-d , , rasta , jaa .;50.0;62.5;75.0
71819;Train/ilu_kanep_ud211.conllu;Asjad on ju seotud ja selged , muuseas , as-jah-d , jah , rasta , jaa .;66;69;jaa;redundant comma;Asjad on ju seotud ja selged , muuseas , as-jah-d , jah , rasta , .;43.8;68.8;68.8
71820;Train/ilu_kivirahk_ud211.conllu;""" Noh , eks need ole need niinimetatud tõekuulutajad ! "" rääkis Pierre kavalalt muiates .";2;5;Noh;redundant comma;""" , eks need ole need niinimetatud tõekuulutajad ! "" rääkis Pierre kavalalt muiates .";73.3;80.0;80.0
71825;Train/ilu_vilep_ud211.conllu;""" Okei , tee siva ! """;2;6;Okei;redundant comma;""" , tee siva ! """;83.3;100.0;83.3
71828;Train/ilu_kanep_ud211.conllu;Noh , et oleks mõni kõrgem koht , kus ...;0;3;Noh;redundant comma;, et oleks mõni kõrgem koht , kus ...;22.2;22.2;77.8
71844;Train/aja_pm19980926e_ud211.conllu;“ Oi , andke andeks , ma vist segasin teid ! ” ütlesin ma viisakalt .;2;4;Oi;redundant comma;“ , andke andeks , ma vist segasin teid ! ” ütlesin ma viisakalt .;80.0;80.0;86.7
71845;Train/aja_ee200110_osa_7_ud211.conllu;""" Oh , hakkan minema , "" teatab ta alatasa ja astub kindlal sammul ukse poole .";2;4;Oh;redundant comma;""" , hakkan minema , "" teatab ta alatasa ja astub kindlal sammul ukse poole .";100.0;100.0;100.0
71846;Train/ilu_indrikson_ud211.conllu;""" Muide , minu meelest on su proua praegu kodus .";2;7;Muide;redundant comma;""" , minu meelest on su proua praegu kodus .";90.0;100.0;90.0
71851;Train/ilu_kanep_ud211.conllu;Paabeli ahvatlused , muuseas , paeluvad kõiki .;21;28;muuseas;redundant comma;Paabeli ahvatlused , , paeluvad kõiki .;100.0;100.0;100.0
71852;Train/ilu_indrikson_ud211.conllu;""" Noh , sellele probleemile on ju ammu lahendus leitud , "" muigas Indrikson .";2;5;Noh;redundant comma;""" , sellele probleemile on ju ammu lahendus leitud , "" muigas Indrikson .";71.4;71.4;85.7
71855;Train/ilu_kanep_ud211.conllu;"Või noh , mingi esimene nädal pärast tööd oli päris lahe , lihtsalt vedelesid kodus diivanil ja ... """;0;7;Või noh;redundant comma;", mingi esimene nädal pärast tööd oli päris lahe , lihtsalt vedelesid kodus diivanil ja ... """;82.4;82.4;88.2
71856;Train/aja_ee200110_osa_2_ud211.conllu;Jajah , raske probleem .;0;5;Jajah;redundant comma;, raske probleem .;100.0;100.0;100.0
71858;Train/ilu_vilep_ud211.conllu;""" Issand , mis mu eraelust siis saab ?";2;8;Issand;redundant comma;""" , mis mu eraelust siis saab ?";100.0;100.0;100.0
