id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
66298;Train/aja_ee199920_osa_1_ud211.conllu;Leiti , et Eesti Ekspress ei kaota midagi , kui artikkel ühe nädala võrra edasi lükata ja lisainfot koguda .;57;60;ühe;free;Leiti , et Eesti Ekspress ei kaota midagi , kui artikkel nädala võrra edasi lükata ja lisainfot koguda .;100.0;100.0;100.0
66320;Train/aja_pm20001004_osa_1_ud211.conllu;Kalevi hinnangul on kooli kaheks jagamine kasulik vaid siis , kui sellest muutub tudengitele midagi paremaks ja õnnestub ka raha kokku hoida .;26;32;kaheks;free;Kalevi hinnangul on kooli jagamine kasulik vaid siis , kui sellest muutub tudengitele midagi paremaks ja õnnestub ka raha kokku hoida .;95.5;95.5;100.0
66323;Train/aja_ee200110_osa_9_ud211.conllu;Nüüd töötas Liis ühe päeva ühes Tallinna keemilises puhastuses .;17;20;ühe;free;Nüüd töötas Liis päeva ühes Tallinna keemilises puhastuses .;100.0;100.0;100.0
66333;Train/tea_AA_05_6_ud211.conllu;Selle mõneti tüütu protsessi peab üks kord läbi tegema , siis kulgeb lahenduskäik edaspidi suhteliselt libedalt .;34;37;üks;free;Selle mõneti tüütu protsessi peab kord läbi tegema , siis kulgeb lahenduskäik edaspidi suhteliselt libedalt .;87.5;100.0;87.5
66349;Train/aja_luup200202_osa_2_ud211.conllu;Maxima on maksimaalne ! rõkkasid hollandlased imeilusal kevadiselt päikesepaistelisel laupäeval 02.02.02 .;96;104;02.02.02;free;Maxima on maksimaalne ! rõkkasid hollandlased imeilusal kevadiselt päikesepaistelisel laupäeval .;63.6;63.6;90.9
66356;Train/ilu_kivirahk_ud211.conllu;Retk oli kestnud juba sedavõrd kaua , et sulas meeste mälus kokku üheks ainsaks pikaks uduseks päevaks , millel polnud algust ega tõenäoliselt ka lõppu .;66;71;üheks;free;Retk oli kestnud juba sedavõrd kaua , et sulas meeste mälus kokku ainsaks pikaks uduseks päevaks , millel polnud algust ega tõenäoliselt ka lõppu .;96.0;96.0;100.0
66364;Train/aja_sloleht20071217_ud211.conllu;"Kaht möödalasku keerulistes oludes peab ta pigem heaks kui normaalseks : "" Puhusid iilid , aga ma sain märkidele hästi pihta .";0;4;Kaht;free;"möödalasku keerulistes oludes peab ta pigem heaks kui normaalseks : "" Puhusid iilid , aga ma sain märkidele hästi pihta .";85.7;90.5;90.5
66370;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;"I klass - tõendatud rohkem kui ühe randomiseeritud , kontrollgrupiga võrreldud hea kliinilise uuringuga ; II klass - põhjendatud rohkem kui ühe korralikult planeeritud kliinilise uurimusega nagu juhtkontroll- , kohortuuring vms ; III klass - põhjendatud ekspertarvamuse , mitterandomiseeritud , võrreldud varem uuritud kontrollgrupiga või rohkem kui ühe haigusjuhuga .";20;34;rohkem kui ühe;free;"I klass - tõendatud randomiseeritud , kontrollgrupiga võrreldud hea kliinilise uuringuga ; II klass - põhjendatud rohkem kui ühe korralikult planeeritud kliinilise uurimusega nagu juhtkontroll- , kohortuuring vms ; III klass - põhjendatud ekspertarvamuse , mitterandomiseeritud , võrreldud varem uuritud kontrollgrupiga või rohkem kui ühe haigusjuhuga .";51.1;55.3;76.6
66371;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;"I klass - tõendatud rohkem kui ühe randomiseeritud , kontrollgrupiga võrreldud hea kliinilise uuringuga ; II klass - põhjendatud rohkem kui ühe korralikult planeeritud kliinilise uurimusega nagu juhtkontroll- , kohortuuring vms ; III klass - põhjendatud ekspertarvamuse , mitterandomiseeritud , võrreldud varem uuritud kontrollgrupiga või rohkem kui ühe haigusjuhuga .";129;143;rohkem kui ühe;free;"I klass - tõendatud rohkem kui ühe randomiseeritud , kontrollgrupiga võrreldud hea kliinilise uuringuga ; II klass - põhjendatud korralikult planeeritud kliinilise uurimusega nagu juhtkontroll- , kohortuuring vms ; III klass - põhjendatud ekspertarvamuse , mitterandomiseeritud , võrreldud varem uuritud kontrollgrupiga või rohkem kui ühe haigusjuhuga .";51.1;55.3;76.6
66373;Train/ilu_kanep_ud211.conllu;Tean , et tahtmise korral oleks uus töökoht hommepäev reaalne - aga tooge üks mõjuv põhjus , miks ei peaks võimalikult kaua edasi lükkama Paabeli teenimist ?;74;77;üks;free;Tean , et tahtmise korral oleks uus töökoht hommepäev reaalne - aga tooge mõjuv põhjus , miks ei peaks võimalikult kaua edasi lükkama Paabeli teenimist ?;84.6;88.5;92.3
