id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
44219;Train/aja_luup200106_osa_5_ud211.conllu;See on sama palju kui keskmine ameeriklane aastas .;18;49;kui keskmine ameeriklane aastas;free;See on sama palju .;100.0;100.0;100.0
44223;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Arstiabiga kindlustatus teises liikmesriigis elades;24;51;teises liikmesriigis elades;free;Arstiabiga kindlustatus ;100.0;100.0;100.0
44224;Train/aja_luup200106_osa_4_ud211.conllu;Uusi asju tuleb nõnda rohkesti peale , et enam pole lootustki nendega tegeleda .;37;78;, et enam pole lootustki nendega tegeleda;free;Uusi asju tuleb nõnda rohkesti peale .;100.0;100.0;100.0
44226;Train/tea_geofyysika.conllu;Tõenäoliselt oli algmaterjaliks oleva isoleeritud gaasipilve mass natuke väiksem kui kaks Päikese massi ning temas pidid tekkima protopäike ja protoplaneetide pilv .;81;103;kui kaks Päikese massi;free;Tõenäoliselt oli algmaterjaliks oleva isoleeritud gaasipilve mass natuke väiksem ning temas pidid tekkima protopäike ja protoplaneetide pilv .;100.0;100.0;100.0
44229;Train/ilu_valton_ud211.conllu;Kui ta tiiva alla puges , imestas , et teised on juba ees .;0;25;Kui ta tiiva alla puges ,;free;imestas , et teised on juba ees .;100.0;100.0;100.0
44232;Train/aja_ee200110_osa_9_ud211.conllu;Mõttevabadusest enam ei räägita , sest mida siin enam mõelda olekski .;32;68;, sest mida siin enam mõelda olekski;free;Mõttevabadusest enam ei räägita .;100.0;100.0;100.0
44243;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;See viib X- ja Y-kromosoomide paardumise häirele meioosis , põhjustades reproduktsioonihäireid ( 9 ) .;58;94;, põhjustades reproduktsioonihäireid;free;See viib X- ja Y-kromosoomide paardumise häirele meioosis ( 9 ) .;100.0;100.0;100.0
44247;Train/aja_pm20001004_osa_4_ud211.conllu;"Varane päevaalgus oli kohalike näitlejate "" teene "" , sest nemad pidid pärast hommikust pingutust teatrisse proovi kihutama .";52;123;, sest nemad pidid pärast hommikust pingutust teatrisse proovi kihutama;free;"Varane päevaalgus oli kohalike näitlejate "" teene "" .";100.0;100.0;100.0
44248;Train/aja_sloleht20071217_ud211.conllu;Treenimata inimeste seas oli suremus neli korda kõrgem kui väga heas füüsilises vormis olnutel .;55;94;kui väga heas füüsilises vormis olnutel;free;Treenimata inimeste seas oli suremus neli korda kõrgem .;100.0;100.0;100.0
44249;Train/aja_luup200106_osa_2_ud211.conllu;Ma ei ole nii pessimistlik nagu Igor , kes arvab , et üsna varsti , nii saja aasta pärast .;27;89;nagu Igor , kes arvab , et üsna varsti , nii saja aasta pärast;free;Ma ei ole nii pessimistlik .;100.0;100.0;100.0
44260;Train/aja_ee200110_osa_1_ud211.conllu;Osal suureneb käive ja teistel vähenevad kulud , kui Eestis interneti kasutajaid juurde tekib .;47;93;, kui Eestis interneti kasutajaid juurde tekib;free;Osal suureneb käive ja teistel vähenevad kulud .;100.0;100.0;100.0
44274;Dev/aja_ml200247_osa6_ud211.conllu;Aga Euroopas , kuhu me teel oleme , peaks häid inimesi küll olema .;13;35;, kuhu me teel oleme ,;free;Aga Euroopas peaks häid inimesi küll olema .;100.0;100.0;100.0
44276;Train/ilu_kanep_ud211.conllu;Loomulikult ei suutnud ma sisemisest metsloomast võitu saada , ning selmet minna otse koju , jalutasin Merikesega kesklinna .;61;90;, ning selmet minna otse koju;free;Loomulikult ei suutnud ma sisemisest metsloomast võitu saada , jalutasin Merikesega kesklinna .;100.0;100.0;100.0
44280;Dev/aja_luup200009_ud211.conllu;Viimaks jõudis koer tagasi , üleni vahus ja higine .;27;50;, üleni vahus ja higine;free;Viimaks jõudis koer tagasi .;100.0;100.0;100.0
44284;Train/ilu_valton_ud211.conllu;See polnud sugugi parem kui Tsee kaagutamine pärast esimest muna .;24;64;kui Tsee kaagutamine pärast esimest muna;free;See polnud sugugi parem .;100.0;100.0;100.0
44285;Train/arborest_ud211.conllu;Rahvas kiirustas üle silla turu poole toitu ostma .;38;49;toitu ostma;free;Rahvas kiirustas üle silla turu poole .;100.0;100.0;100.0
