id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
63050;Train/aja_pm20001004_osa_3_ud211.conllu;Harju maavalitsuse pressiesindaja Kristina Männi sõnul on maavanem TOPi juhtkonna kaebusega tutvunud , kuid hinnangut sellele veel antud pole .;34;48;Kristina Männi;free;Harju maavalitsuse pressiesindaja sõnul on maavanem TOPi juhtkonna kaebusega tutvunud , kuid hinnangut sellele veel antud pole .;100.0;100.0;100.0
63059;Train/aja_pm19980926e_ud211.conllu;Samuti toimetab Sven elektroonilist meelelahutusväljaannet “ Maailma Hääl ” , millel oli suvise seisuga üle saja lugejaliikme .;59;125;“ Maailma Hääl ” , millel oli suvise seisuga üle saja lugejaliikme;free;Samuti toimetab Sven elektroonilist meelelahutusväljaannet .;100.0;100.0;100.0
63062;Train/aja_ee200110_osa_3_ud211.conllu;Ka kuuldub teatrimajast , et direktor Iljin on Monte-Carlo aktsionär või nõukogu liige .;38;43;Iljin;free;Ka kuuldub teatrimajast , et direktor on Monte-Carlo aktsionär või nõukogu liige .;100.0;100.0;100.0
63063;Train/aja_horisont2000_osa_2_ud211.conllu;Uuritakse ka rakkude etteprogrammeeritud surma , apoptoosi .;47;58;, apoptoosi;free;Uuritakse ka rakkude etteprogrammeeritud surma .;100.0;100.0;100.0
63064;Train/aja_sloleht20071217_ud211.conllu;Üheksa-aastane Rapla koolipoiss Gert Karivere päästis oma väikevenna elu .;32;45;Gert Karivere;free;Üheksa-aastane Rapla koolipoiss päästis oma väikevenna elu .;100.0;100.0;100.0
63100;Train/aja_luup200106_osa_2_ud211.conllu;Ka Tallinna prokuratuuri vanemprokurör Margus Kurm pooldab lühemaid karistusaegu .;39;50;Margus Kurm;free;Ka Tallinna prokuratuuri vanemprokurör pooldab lühemaid karistusaegu .;100.0;100.0;100.0
63101;Train/aja_ml200247_osa_5_ud211.conllu;Ka klubi juht , energiline Aimo Lahti ei pelga käsi õliseks teha .;14;37;, energiline Aimo Lahti;free;Ka klubi juht ei pelga käsi õliseks teha .;100.0;100.0;100.0
63108;Train/aja_ee200110_osa_9_ud211.conllu;"Galerii avatakse Jaan Elkeni ja Anu Põdra ühisprojektiga "" Mina ja tema "" .";57;73;""" Mina ja tema """;free;Galerii avatakse Jaan Elkeni ja Anu Põdra ühisprojektiga .;100.0;100.0;100.0
63116;Train/aja_ee199920_osa_1_ud211.conllu;Ajaloolase Mart Laari sõnul pole see kinnitust leidnud .;11;21;Mart Laari;free;Ajaloolase sõnul pole see kinnitust leidnud .;100.0;100.0;100.0
63117;Dev/aja_ee199920_osa4_ud211.conllu;Galeriis Passaaž Tallinnas .;9;16;Passaaž;free;Galeriis Tallinnas .;100.0;100.0;100.0
63120;Train/aja_horisont2000_osa_2_ud211.conllu;Võib ju küsida , et miks me ei uuri geenide avaldumist puhtalt katseklaasis , in vitro ?;76;86;, in vitro;free;Võib ju küsida , et miks me ei uuri geenide avaldumist puhtalt katseklaasis ?;100.0;100.0;100.0
63122;Train/aja_ee199920_osa_2_ud211.conllu;Kaitseminister Jüri Luik moodustab komisjoni kaitsejõudude personalipoliitika uurimiseks .;15;24;Jüri Luik;free;Kaitseminister moodustab komisjoni kaitsejõudude personalipoliitika uurimiseks .;100.0;100.0;100.0
63130;Train/aja_luup200202_osa_2_ud211.conllu;Kui 1997. aasta lõpul puhkes Aasia majanduskriis , tuli oma toetusprogrammidega appi Rahvusvaheline Valuutafond IMF .;112;115;IMF;free;Kui 1997. aasta lõpul puhkes Aasia majanduskriis , tuli oma toetusprogrammidega appi Rahvusvaheline Valuutafond .;100.0;100.0;100.0
63148;Train/aja_ee200110_osa_6_ud211.conllu;Seal on mind juba ammu ootamas kohaliku opositsioonilise päevalehe Ekspress sotsiaal-poliitilise osakonna juhataja asetäitja Vladimir Hrushtshak .;67;75;Ekspress;free;Seal on mind juba ammu ootamas kohaliku opositsioonilise päevalehe sotsiaal-poliitilise osakonna juhataja asetäitja Vladimir Hrushtshak .;100.0;100.0;100.0
