id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
72064;Train/aja_ee199920_osa_3_ud211.conllu;Rootsis on Lindströmi nimetatud ka reeturiks : muuta Rootsi koondis soomlastele haavatavaks , kuhu see kõlbab .;53;59;Rootsi;free;Rootsis on Lindströmi nimetatud ka reeturiks : muuta koondis soomlastele haavatavaks , kuhu see kõlbab .;100.0;100.0;100.0
72065;Train/aja_horisont2000_osa_1_ud211.conllu;Nõuet kordasid avalikult ka Saksa diplomaadid , sealhulgas välisasjade riigisekretär ( vastab välisministrile ) Bernhard v. Bülow oma kõnes Riigipäeval 1897. aastal .;28;33;Saksa;free;Nõuet kordasid avalikult ka diplomaadid , sealhulgas välisasjade riigisekretär ( vastab välisministrile ) Bernhard v. Bülow oma kõnes Riigipäeval 1897. aastal .;59.1;63.6;63.6
72067;Train/aja_horisont2000_osa_1_ud211.conllu;Nõuet kordasid avalikult ka Saksa diplomaadid , sealhulgas välisasjade riigisekretär ( vastab välisministrile ) Bernhard v. Bülow oma kõnes Riigipäeval 1897. aastal .;130;133;oma;free;Nõuet kordasid avalikult ka Saksa diplomaadid , sealhulgas välisasjade riigisekretär ( vastab välisministrile ) Bernhard v. Bülow kõnes Riigipäeval 1897. aastal .;63.6;72.7;68.2
72068;Train/aja_horisont2000_osa_1_ud211.conllu;Nõuet kordasid avalikult ka Saksa diplomaadid , sealhulgas välisasjade riigisekretär ( vastab välisministrile ) Bernhard v. Bülow oma kõnes Riigipäeval 1897. aastal .;140;151;Riigipäeval;free;Nõuet kordasid avalikult ka Saksa diplomaadid , sealhulgas välisasjade riigisekretär ( vastab välisministrile ) Bernhard v. Bülow oma kõnes 1897. aastal .;63.6;68.2;68.2
72069;Train/aja_horisont2000_osa_1_ud211.conllu;Nõuet kordasid avalikult ka Saksa diplomaadid , sealhulgas välisasjade riigisekretär ( vastab välisministrile ) Bernhard v. Bülow oma kõnes Riigipäeval 1897. aastal .;152;164;1897. aastal;free;Nõuet kordasid avalikult ka Saksa diplomaadid , sealhulgas välisasjade riigisekretär ( vastab välisministrile ) Bernhard v. Bülow oma kõnes Riigipäeval .;66.7;71.4;71.4
72073;Train/aja_sloleht20071217_ud211.conllu;Eestimaa uhkustele kuulub tänu ning Ivo Lille loodud sümboolne klaasist auhind .;63;71;klaasist;free;Eestimaa uhkustele kuulub tänu ning Ivo Lille loodud sümboolne auhind .;81.8;81.8;81.8
72074;Train/aja_epl20061216_ud211.conllu;""" Oi-oi-oi , "" ägises tartlaste treener Urmas Tali pärast mängu kaotusevalus .";22;31;tartlaste;free;""" Oi-oi-oi , "" ägises treener Urmas Tali pärast mängu kaotusevalus .";75.0;75.0;100.0
72075;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Sõlmelised vormid kujutavad endast tüüpiliselt paikset AL-amüloidoosi , difuusne alveoseptaalne vorm on difuusse amüloidoosi väljenduseks .;81;95;alveoseptaalne;free;Sõlmelised vormid kujutavad endast tüüpiliselt paikset AL-amüloidoosi , difuusne vorm on difuusse amüloidoosi väljenduseks .;86.7;93.3;93.3
72077;Train/aja_ee199920_osa_1_ud211.conllu;Enno Perel oli probleeme ka enda juhitavas ettevõttes .;0;4;Enno;free;Perel oli probleeme ka enda juhitavas ettevõttes .;87.5;100.0;87.5
72079;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;3 Sotsiaalministri 21.12.2001. a määrus nr 149 “ Tervishoiuteenuste kättesaadavuse nõuded ” ( § 7 lg 2 ) .;2;18;Sotsiaalministri;free;3 21.12.2001. a määrus nr 149 “ Tervishoiuteenuste kättesaadavuse nõuded ” ( § 7 lg 2 ) .;5.6;5.6;27.8
72080;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;3 Sotsiaalministri 21.12.2001. a määrus nr 149 “ Tervishoiuteenuste kättesaadavuse nõuded ” ( § 7 lg 2 ) .;19;32;21.12.2001. a;free;3 Sotsiaalministri määrus nr 149 “ Tervishoiuteenuste kättesaadavuse nõuded ” ( § 7 lg 2 ) .;76.5;82.4;88.2
72081;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;3 Sotsiaalministri 21.12.2001. a määrus nr 149 “ Tervishoiuteenuste kättesaadavuse nõuded ” ( § 7 lg 2 ) .;40;42;nr;free;3 Sotsiaalministri 21.12.2001. a määrus 149 “ Tervishoiuteenuste kättesaadavuse nõuded ” ( § 7 lg 2 ) .;5.6;11.1;33.3
72084;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;3 Sotsiaalministri 21.12.2001. a määrus nr 149 “ Tervishoiuteenuste kättesaadavuse nõuded ” ( § 7 lg 2 ) .;98;102;lg 2;free;3 Sotsiaalministri 21.12.2001. a määrus nr 149 “ Tervishoiuteenuste kättesaadavuse nõuded ” ( § 7 ) .;5.9;11.8;35.3
72085;Train/aja_ee199920_osa_2_ud211.conllu;Uue valitsuskabineti ministrid , v.a Jüri Mõis , avalikustasid Eesti Päevalehes oma eelmise aasta tulud , mispeale Äripäev nimetas teid seltskonna ainukeseks mustaks lambaks .;0;20;Uue valitsuskabineti;free;ministrid , v.a Jüri Mõis , avalikustasid Eesti Päevalehes oma eelmise aasta tulud , mispeale Äripäev nimetas teid seltskonna ainukeseks mustaks lambaks .;87.0;91.3;91.3
72087;Train/aja_ee199920_osa_2_ud211.conllu;Uue valitsuskabineti ministrid , v.a Jüri Mõis , avalikustasid Eesti Päevalehes oma eelmise aasta tulud , mispeale Äripäev nimetas teid seltskonna ainukeseks mustaks lambaks .;80;83;oma;free;Uue valitsuskabineti ministrid , v.a Jüri Mõis , avalikustasid Eesti Päevalehes eelmise aasta tulud , mispeale Äripäev nimetas teid seltskonna ainukeseks mustaks lambaks .;91.7;95.8;91.7
72088;Train/aja_ee199920_osa_2_ud211.conllu;Uue valitsuskabineti ministrid , v.a Jüri Mõis , avalikustasid Eesti Päevalehes oma eelmise aasta tulud , mispeale Äripäev nimetas teid seltskonna ainukeseks mustaks lambaks .;84;97;eelmise aasta;free;Uue valitsuskabineti ministrid , v.a Jüri Mõis , avalikustasid Eesti Päevalehes oma tulud , mispeale Äripäev nimetas teid seltskonna ainukeseks mustaks lambaks .;91.3;95.7;91.3
72089;Train/aja_ee199920_osa_2_ud211.conllu;Uue valitsuskabineti ministrid , v.a Jüri Mõis , avalikustasid Eesti Päevalehes oma eelmise aasta tulud , mispeale Äripäev nimetas teid seltskonna ainukeseks mustaks lambaks .;136;146;seltskonna;free;Uue valitsuskabineti ministrid , v.a Jüri Mõis , avalikustasid Eesti Päevalehes oma eelmise aasta tulud , mispeale Äripäev nimetas teid ainukeseks mustaks lambaks .;87.5;91.7;91.7
72090;Dev/aja_luup200009_ud211.conllu;“ Mul oli sõber Värskast .;16;24;Värskast;free;“ Mul oli sõber .;100.0;100.0;100.0
72092;Train/aja_ml200247_osa_3_ud211.conllu;""" On valiku küsimus , kas maksta kinni eelmise perioodi kahjud või kasutada raha tulevikule mõeldes - turu-uuringuteks ja reklaamiks . """;39;55;eelmise perioodi;free;""" On valiku küsimus , kas maksta kinni kahjud või kasutada raha tulevikule mõeldes - turu-uuringuteks ja reklaamiks . """;65.0;65.0;85.0
72093;Train/aja_ee199920_osa_3_ud211.conllu;Konstantin Pätsi matmispaik 1939/1990;0;16;Konstantin Pätsi;free;matmispaik 1939/1990;50.0;100.0;50.0
72094;Train/aja_ee200110_osa_3_ud211.conllu;Ka kuuldub teatrimajast , et direktor Iljin on Monte-Carlo aktsionär või nõukogu liige .;47;58;Monte-Carlo;free;Ka kuuldub teatrimajast , et direktor Iljin on aktsionär või nõukogu liige .;100.0;100.0;100.0
72096;Dev/aja_ee199920_osa4_ud211.conllu;Ja seda Juri Dõrini maalid väljendavadki .;8;19;Juri Dõrini;free;Ja seda maalid väljendavadki .;80.0;80.0;80.0
