id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
18715;Train/aja_luup200106_osa_2_ud211.conllu;Siiski jääb õhku küsimus , kas uus karistuspoliitika suudab säästa korralikke inimesi kuritegevusele lõivu maksmisest .;0;6;Siiski;free;jääb õhku küsimus , kas uus karistuspoliitika suudab säästa korralikke inimesi kuritegevusele lõivu maksmisest .;86.7;93.3;93.3
18718;Dev/aja_ml200247_osa6_ud211.conllu;Aga rehmab siis käega : mis seal ikka , müts on ikka kõige tähtsam .;11;15;siis;free;Aga rehmab käega : mis seal ikka , müts on ikka kõige tähtsam .;64.3;64.3;78.6
18721;Dev/aja_ml200247_osa6_ud211.conllu;Aga rehmab siis käega : mis seal ikka , müts on ikka kõige tähtsam .;48;52;ikka;free;Aga rehmab siis käega : mis seal ikka , müts on kõige tähtsam .;71.4;71.4;78.6
18722;Dev/aja_ml200247_osa6_ud211.conllu;Aga rehmab siis käega : mis seal ikka , müts on ikka kõige tähtsam .;53;58;kõige;free;Aga rehmab siis käega : mis seal ikka , müts on ikka tähtsam .;64.3;64.3;78.6
18723;Train/aja_pm19980926e_ud211.conllu;Kerget sirmi on mugav kokku panna ja ümber paigutada , aga see ei püsi kuigi hästi püsti , eriti kui hõlma laius on väike .;71;76;kuigi;free;Kerget sirmi on mugav kokku panna ja ümber paigutada , aga see ei püsi hästi püsti , eriti kui hõlma laius on väike .;100.0;100.0;100.0
18724;Train/aja_pm19980926e_ud211.conllu;Kerget sirmi on mugav kokku panna ja ümber paigutada , aga see ei püsi kuigi hästi püsti , eriti kui hõlma laius on väike .;71;82;kuigi hästi;free;Kerget sirmi on mugav kokku panna ja ümber paigutada , aga see ei püsi püsti , eriti kui hõlma laius on väike .;100.0;100.0;100.0
18729;Train/aja_ml200247_osa_3_ud211.conllu;Samas on saadav tõend vaid hetkelise kehtivusega , s.t paberi andmise hetkel oli selline ettevõtja niisuguse tegevusalaga registris registreeritud .;22;26;vaid;free;Samas on saadav tõend hetkelise kehtivusega , s.t paberi andmise hetkel oli selline ettevõtja niisuguse tegevusalaga registris registreeritud .;100.0;100.0;100.0
18731;Train/aja_pm20001004_osa_2_ud211.conllu;""" Kui järgmisel aastal täidaksid kõik elanikud tuludeklaratsiooni , siis selguksid inimeste tegelikud elukohad ja selgineks omavalitsuste maksubaas - kes kuhu peab maksma , "" soovitab Kirsman .";68;72;siis;free;""" Kui järgmisel aastal täidaksid kõik elanikud tuludeklaratsiooni , selguksid inimeste tegelikud elukohad ja selgineks omavalitsuste maksubaas - kes kuhu peab maksma , "" soovitab Kirsman .";81.5;88.9;85.2
18732;Train/aja_pm20001004_osa_2_ud211.conllu;""" Kui järgmisel aastal täidaksid kõik elanikud tuludeklaratsiooni , siis selguksid inimeste tegelikud elukohad ja selgineks omavalitsuste maksubaas - kes kuhu peab maksma , "" soovitab Kirsman .";154;158;kuhu;free;""" Kui järgmisel aastal täidaksid kõik elanikud tuludeklaratsiooni , siis selguksid inimeste tegelikud elukohad ja selgineks omavalitsuste maksubaas - kes peab maksma , "" soovitab Kirsman .";85.2;88.9;88.9
18733;Train/aja_ee199920_osa_2_ud211.conllu;Gurmaanidele tahavad lokaalid aga pakkuda midagi , mida toiduainetetööstus ei paku .;30;33;aga;free;Gurmaanidele tahavad lokaalid pakkuda midagi , mida toiduainetetööstus ei paku .;100.0;100.0;100.0
18734;Train/arborest_ud211.conllu;Arnold püsib vankumatult sadulas kõikidest pilgetest ja püünistest hoolimata .;13;24;vankumatult;free;Arnold püsib sadulas kõikidest pilgetest ja püünistest hoolimata .;100.0;100.0;100.0
18735;Train/aja_ee199920_osa_1_ud211.conllu;""" Meie müüme eelkõige ettevõtmise potentsiaali .";13;21;eelkõige;free;""" Meie müüme ettevõtmise potentsiaali .";100.0;100.0;100.0
18738;Train/aja_epl20061216_ud211.conllu;""" Ka politseinikud on inimesed , "" tunnistas ta .";2;4;Ka;free;""" politseinikud on inimesed , "" tunnistas ta .";66.7;66.7;77.8
18739;Train/aja_luup200106_osa_1_ud211.conllu;Pangastatistika on loomulikult väiksem , kui seesuguse suhtarvuna saadav 1500 inimest .;19;30;loomulikult;free;Pangastatistika on väiksem , kui seesuguse suhtarvuna saadav 1500 inimest .;90.9;90.9;100.0
18740;Train/aja_pm20001004_osa_4_ud211.conllu;Konservatiivide varivalitsuse rahandusminister Michael Portillo rõhutas oma eilses ettekandes , et võimalik tulevane tooride valitsus suurendaks kulutusi tervishoiule , üritades seeläbi suurendada ka erasektori rolli .;178;185;seeläbi;free;Konservatiivide varivalitsuse rahandusminister Michael Portillo rõhutas oma eilses ettekandes , et võimalik tulevane tooride valitsus suurendaks kulutusi tervishoiule , üritades suurendada ka erasektori rolli .;96.0;96.0;100.0
18741;Train/aja_pm20001004_osa_4_ud211.conllu;Konservatiivide varivalitsuse rahandusminister Michael Portillo rõhutas oma eilses ettekandes , et võimalik tulevane tooride valitsus suurendaks kulutusi tervishoiule , üritades seeläbi suurendada ka erasektori rolli .;197;199;ka;free;Konservatiivide varivalitsuse rahandusminister Michael Portillo rõhutas oma eilses ettekandes , et võimalik tulevane tooride valitsus suurendaks kulutusi tervishoiule , üritades seeläbi suurendada erasektori rolli .;100.0;100.0;100.0
18742;Train/aja_luup200202_osa_3_ud211.conllu;Maailmapank peab just seda peaaegu ainsaks reaalseks väljapääsuks .;17;21;just;free;Maailmapank peab seda peaaegu ainsaks reaalseks väljapääsuks .;100.0;100.0;100.0
18744;Train/ilu_kivirahk_ud211.conllu;"Kas toon maitsta ? """;0;3;Kas;free;"toon maitsta ? """;100.0;100.0;100.0
18746;Train/tea_geofyysika.conllu;Kahjuks oli tähtede evolutsiooni teooria ise sellel ajal tänapäevases mõttes küllaltki vildak .;77;86;küllaltki;free;Kahjuks oli tähtede evolutsiooni teooria ise sellel ajal tänapäevases mõttes vildak .;100.0;100.0;100.0
18749;Train/aja_luup200106_osa_2_ud211.conllu;Luxembourg'i kohtus on Iirimaa osa ebaproportsionaalselt suur , tema vastu algatatud kohtuasju on 10-15 % !;35;56;ebaproportsionaalselt;free;Luxembourg'i kohtus on Iirimaa osa suur , tema vastu algatatud kohtuasju on 10-15 % !;60.0;60.0;80.0
18750;Train/aja_sloleht20071217_ud211.conllu;""" Kanal 2 aastalõpuprogramm keerleb peaasjalikult ühe ja ainsa , aga selle eest väga suure ja ma loodan , et ka väga põneva saate ümber , mille nimi on teist aastat järjest "" Aastavahetus Kanal 2ga "" , "" sõnab telekanali programmidirektor Olle Mirme .";36;49;peaasjalikult;free;""" Kanal 2 aastalõpuprogramm keerleb ühe ja ainsa , aga selle eest väga suure ja ma loodan , et ka väga põneva saate ümber , mille nimi on teist aastat järjest "" Aastavahetus Kanal 2ga "" , "" sõnab telekanali programmidirektor Olle Mirme .";70.5;72.7;90.9
