id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
57039;Train/ilu_indrikson_ud211.conllu;"Noh , aga enne poetasin sulle selle kirja postkasti . """;30;35;selle;unnatural;"Noh , aga enne poetasin sulle kirja postkasti . """;100.0;100.0;100.0
57054;Dev/ilu_ruben_ud211.conllu;Kuidagi ulmelisena tundus see kõik .;30;34;kõik;unnatural;Kuidagi ulmelisena tundus see .;20.0;20.0;40.0
57193;Train/aja_ml200247_osa_8_ud211.conllu;""" Selliseid loenguid on kõige huvitavam kuulata , kus õppejõud suudab ise ka üha uuesti oma ainest vaimustuda ja seda vaimustust meilegi edasi anda .";2;11;Selliseid;unnatural;""" loenguid on kõige huvitavam kuulata , kus õppejõud suudab ise ka üha uuesti oma ainest vaimustuda ja seda vaimustust meilegi edasi anda .";87.5;91.7;91.7
57262;Train/aja_luup200202_osa_2_ud211.conllu;Rahvuslik omapära võib siin mingit mõju avaldada , aga tegelikkuses on inimesel vaja ikkagi teatavat sisemist vabadust ja kodanikujulgust , et suhtuda protestimisse kui normaalsesse nähtusesse .;28;34;mingit;unnatural;Rahvuslik omapära võib siin mõju avaldada , aga tegelikkuses on inimesel vaja ikkagi teatavat sisemist vabadust ja kodanikujulgust , et suhtuda protestimisse kui normaalsesse nähtusesse .;92.3;96.2;96.2
57349;Train/aja_ml200247_osa_8_ud211.conllu;"Valdavalt lähevad lõpetajad riigitööle ning kooli atmosfäär on juba selline , mis valmistab ette just selliseks tööks . """;97;111;just selliseks;unnatural;"Valdavalt lähevad lõpetajad riigitööle ning kooli atmosfäär on juba selline , mis valmistab ette tööks . """;100.0;100.0;100.0
57395;Dev/ilu_ruben_ud211.conllu;Aga siin oli hämar , see lamp siin ei valgustanud palju .;21;24;see;unnatural;Aga siin oli hämar , lamp siin ei valgustanud palju .;90.9;90.9;100.0
57431;Train/aja_pm19980926e_ud211.conllu;Veini pruulimise kunst ei hääbunud ka nendel aastasadadel , kui maa oli islami usku mauride võimu all .;35;44;ka nendel;unnatural;Veini pruulimise kunst ei hääbunud aastasadadel , kui maa oli islami usku mauride võimu all .;93.8;93.8;100.0
57436;Train/ilu_vilep_ud211.conllu;Nüüd vähemalt keegi naljavunts näitab talle , kui kutsikale , kõik kohad ette ära , kuhu pissida ei tohi - nina sisse ja jalaga tagumikku .;62;66;kõik;unnatural;Nüüd vähemalt keegi naljavunts näitab talle , kui kutsikale , kohad ette ära , kuhu pissida ei tohi - nina sisse ja jalaga tagumikku .;60.0;64.0;80.0
57467;Train/aja_luup200106_osa_4_ud211.conllu;Võetakse grupp vange kokku ja hakatakse analüüsima , et nad tunneksid selle asja ära , mis neis viha tekitab .;70;75;selle;unnatural;Võetakse grupp vange kokku ja hakatakse analüüsima , et nad tunneksid asja ära , mis neis viha tekitab .;89.5;89.5;89.5
57665;Train/ilu_remsu_ud211.conllu;Euroopas usuti sedasama mis Hiinas – meie oleme maailma keskkoht , meie järgi joondub muu maailm .;86;89;muu;unnatural;Euroopas usuti sedasama mis Hiinas – meie oleme maailma keskkoht , meie järgi joondub maailm .;81.2;81.2;81.2
57726;Train/ilu_valton_ud211.conllu;"Nemad see kurja juur olidki , kes teisi üles ässitasid ! """;6;9;see;unnatural;"Nemad kurja juur olidki , kes teisi üles ässitasid ! """;90.9;100.0;90.9
57812;Train/tea_toohoive.conllu;Võib küll öelda , et selline erinevus näitab tervet majanduskeskkonda , kuna tööjõu produktiivsus on kasvanud selle perioodi jooksul .;110;115;selle;unnatural;Võib küll öelda , et selline erinevus näitab tervet majanduskeskkonda , kuna tööjõu produktiivsus on kasvanud perioodi jooksul .;100.0;100.0;100.0
57828;Train/aja_pm20001004_osa_3_ud211.conllu;Tallinna võimuliidu jätnud Koonderakond triivib Tallinnas ka vastasrinnast eemale , eilsel kohtumisel ei jõudnud Koond- ja Keskerakonna juhid mingile kokkuleppele ühistegevuseks .;142;149;mingile;unnatural;Tallinna võimuliidu jätnud Koonderakond triivib Tallinnas ka vastasrinnast eemale , eilsel kohtumisel ei jõudnud Koond- ja Keskerakonna juhid kokkuleppele ühistegevuseks .;81.0;85.7;90.5
57840;Train/tea_geofyysika.conllu;Tähtsal kohal olid selles teoorias andmed keemilise koostise kohta .;19;25;selles;unnatural;Tähtsal kohal olid teoorias andmed keemilise koostise kohta .;100.0;100.0;100.0
57856;Train/ilu_kanep_ud211.conllu;"Kogu aeg on mul koolis normaalselt läinud , aga nüüd on siuke tunne , noh , et lihtsalt siuke tunne on , et ma kardan , et ei jõua sel aastal bakalaureust ära teha ... """;88;93;siuke;unnatural;"Kogu aeg on mul koolis normaalselt läinud , aga nüüd on siuke tunne , noh , et lihtsalt tunne on , et ma kardan , et ei jõua sel aastal bakalaureust ära teha ... """;77.1;80.0;91.4
58003;Train/aja_ml200247_osa_2_ud211.conllu;Kui Eestis oleks sama probleem , siis eestlased käituks samamoodi kätt ette pannes .;17;21;sama;unnatural;Kui Eestis oleks probleem , siis eestlased käituks samamoodi kätt ette pannes .;92.3;100.0;92.3
58033;Train/aja_ee199920_osa_1_ud211.conllu;Seda aega kasutas vastaspool kaitse tõhustamiseks .;0;4;Seda;unnatural;aega kasutas vastaspool kaitse tõhustamiseks .;100.0;100.0;100.0
58051;Train/ilu_kanep_ud211.conllu;""" Kuule , aga teeks enne ühe õlle veel ? "" pakun sõbralikult .";25;28;ühe;unnatural;""" Kuule , aga teeks enne õlle veel ? "" pakun sõbralikult .";61.5;69.2;69.2
58129;Train/aja_ee199920_osa_2_ud211.conllu;"Režissöör Kuik tunnistas , et temal polnud "" Lurjusega "" mingit müügiplaani .";57;63;mingit;unnatural;"Režissöör Kuik tunnistas , et temal polnud "" Lurjusega "" müügiplaani .";91.7;91.7;91.7
58159;Train/ilu_vilep_ud211.conllu;""" Eks nad kõik ühed litsid ole ! """;15;19;ühed;unnatural;""" Eks nad kõik litsid ole ! """;100.0;100.0;100.0
58175;Train/aja_ee200110_osa_11_ud211.conllu;Ma lihtsalt ei raatsi osta neid ajakirju , vaatan , kui kätte satub .;27;31;neid;unnatural;Ma lihtsalt ei raatsi osta ajakirju , vaatan , kui kätte satub .;100.0;100.0;100.0
58197;Train/tea_dr8047.conllu;Haigestumus südame-veresoonkonna haigustesse ja nendesse suremus on Eestis väga sagedased ( Viigimaa et al. , 1999 ) .;48;56;nendesse;unnatural;Haigestumus südame-veresoonkonna haigustesse ja suremus on Eestis väga sagedased ( Viigimaa et al. , 1999 ) .;76.5;94.1;82.4
