id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
440;Train/aja_ee200110_osa_2_ud211.conllu;Päev hiljem , reede õhtul pidasid Tallinna Põhja politseiosakonna inspektorid suure vaevaga kinni 1997. aasta universaalkerega tumesinise Ford Mondeo .;0;11;Päev hiljem;redundant comma;, reede õhtul pidasid Tallinna Põhja politseiosakonna inspektorid suure vaevaga kinni 1997. aasta universaalkerega tumesinise Ford Mondeo .;88.9;88.9;100.0
441;Train/aja_ee200110_osa_2_ud211.conllu;Päev hiljem , reede õhtul pidasid Tallinna Põhja politseiosakonna inspektorid suure vaevaga kinni 1997. aasta universaalkerega tumesinise Ford Mondeo .;14;25;reede õhtul;redundant comma;Päev hiljem , pidasid Tallinna Põhja politseiosakonna inspektorid suure vaevaga kinni 1997. aasta universaalkerega tumesinise Ford Mondeo .;77.8;77.8;100.0
497;Train/tea_toohoive.conllu;Selleks , et hinnata keskmise palga ja miinimumpalga mõju töötusele , tuleb vaadata ka seda , mis on juhtunud meie keskmiste palkadega .;0;67;Selleks , et hinnata keskmise palga ja miinimumpalga mõju töötusele;redundant comma;, tuleb vaadata ka seda , mis on juhtunud meie keskmiste palkadega .;100.0;100.0;100.0
516;Train/ilu_remsu_ud211.conllu;Eesti keeles ja meeleski on juurdunud , tõsi küll mujalt laenatud , ütlused ja müüdid , mille sisuks on enese vastandamine sellega , mida teati Hiina kohta .;40;44;tõsi;redundant comma;Eesti keeles ja meeleski on juurdunud , küll mujalt laenatud , ütlused ja müüdid , mille sisuks on enese vastandamine sellega , mida teati Hiina kohta .;96.3;96.3;100.0
578;Train/aja_pm19980926e_ud211.conllu;2000 aastat e.m.a - Egiptuse hauakambritest on leitud joonistusi zhongleerivatest naistest .;0;17;2000 aastat e.m.a;redundant comma;- Egiptuse hauakambritest on leitud joonistusi zhongleerivatest naistest .;77.8;77.8;88.9
697;Train/ilu_kanep_ud211.conllu;Tol hommikul , kui sa vihaselt poodi läksid , olin õnnetust intsidendist juba kuulnud .;0;43;Tol hommikul , kui sa vihaselt poodi läksid;redundant comma;, olin õnnetust intsidendist juba kuulnud .;100.0;100.0;100.0
734;Dev/aja_luup200009_ud211.conllu;Teiste sõnadega , kui Kuu oleks Maast 10 korda kaugemal kui praegu , oleks tema tõmme 100 korda nõrgem , loodejõud aga 1000 korda nõrgem .;0;15;Teiste sõnadega;redundant comma;, kui Kuu oleks Maast 10 korda kaugemal kui praegu , oleks tema tõmme 100 korda nõrgem , loodejõud aga 1000 korda nõrgem .;100.0;100.0;100.0
830;Train/aja_luup200106_osa_3_ud211.conllu;Kõige halvem on , kui noorele , kes väga tahab akadeemilist haridust saada , aga pole just kõige tugevamas eshelonis , öeldakse , sul pole muud võimalust kui kutseharidus .;22;116;noorele , kes väga tahab akadeemilist haridust saada , aga pole just kõige tugevamas eshelonis;redundant comma;Kõige halvem on , kui , öeldakse , sul pole muud võimalust kui kutseharidus .;86.7;86.7;100.0
932;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Haigetele , kellel pole võimalik viibida pikemal ravikuuril , võib siiski julgelt soovitada ka kuuepäevast ravi .;0;59;Haigetele , kellel pole võimalik viibida pikemal ravikuuril;redundant comma;, võib siiski julgelt soovitada ka kuuepäevast ravi .;88.9;88.9;100.0
960;Train/aja_pm20001004_osa_2_ud211.conllu;Rootsi-Vene sõja ajal ( 1656-1661 ) , kui ülikoolis katkes õppetöö , olid ülikooli trükikoja seadmed ja raamatud sissemüürituna peidus Maarja kirikus altari läheduses .;0;35;Rootsi-Vene sõja ajal ( 1656-1661 );redundant comma;, kui ülikoolis katkes õppetöö , olid ülikooli trükikoja seadmed ja raamatud sissemüürituna peidus Maarja kirikus altari läheduses .;94.7;94.7;94.7
