id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
36662;Train/aja_ee199920_osa_1_ud211.conllu;Selle asemel , et avaldada vabandus oma töötaja ebaõnnestunud nalja pärast , asub toimetus Tanel Padarit edasi sarjama , tellides moekunstnikult artikli , millistest naljadest niimoodi riietuv ( kammiv ja raseeriv ) laulja peab solvumata aru saama .;13;74;, et avaldada vabandus oma töötaja ebaõnnestunud nalja pärast;redundant comma;Selle asemel , asub toimetus Tanel Padarit edasi sarjama , tellides moekunstnikult artikli , millistest naljadest niimoodi riietuv ( kammiv ja raseeriv ) laulja peab solvumata aru saama .;82.8;93.1;89.7
36791;Train/aja_ee200110_osa_7_ud211.conllu;Nii kirjutas naistest Juhan Liivi põlvkonnakaaslane , keda apolloonilist kultuuritüüpi esindavad , aina kunsti lumiste kõrguste poole püüdlevad nooreestlased tüütuks külarealistiks tembeldasid .;59;96;apolloonilist kultuuritüüpi esindavad;redundant comma;Nii kirjutas naistest Juhan Liivi põlvkonnakaaslane , keda , aina kunsti lumiste kõrguste poole püüdlevad nooreestlased tüütuks külarealistiks tembeldasid .;95.0;95.0;100.0
36818;Train/aja_ee200110_osa_7_ud211.conllu;EDUARD VILDE KIRJELDAB juba sada aastat tagasi emantsipeerunud , siinses kontekstis : talupoeglikust iluideaalist lahknenud , korsettidesse kängitsetud eesti naist .;126;151;korsettidesse kängitsetud;redundant comma;EDUARD VILDE KIRJELDAB juba sada aastat tagasi emantsipeerunud , siinses kontekstis : talupoeglikust iluideaalist lahknenud , eesti naist .;52.6;57.9;73.7
36977;Train/tea_toohoive.conllu;Selleks , et hinnata keskmise palga ja miinimumpalga mõju töötusele , tuleb vaadata ka seda , mis on juhtunud meie keskmiste palkadega .;8;67;, et hinnata keskmise palga ja miinimumpalga mõju töötusele;redundant comma;Selleks , tuleb vaadata ka seda , mis on juhtunud meie keskmiste palkadega .;92.9;92.9;100.0
37507;Train/ilu_kivirahk_ud211.conllu;Ott ei olnud Pierre'i ideedest küll suuremat sisse võetud ja probleem , kas mingisugune abstraktne Tõde on olemas või ei ole , huvitas teda vähe .;70;124;, kas mingisugune abstraktne Tõde on olemas või ei ole;redundant comma;Ott ei olnud Pierre'i ideedest küll suuremat sisse võetud ja probleem , huvitas teda vähe .;93.8;100.0;93.8
37558;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;"I klass - tõendatud rohkem kui ühe randomiseeritud , kontrollgrupiga võrreldud hea kliinilise uuringuga ; II klass - põhjendatud rohkem kui ühe korralikult planeeritud kliinilise uurimusega nagu juhtkontroll- , kohortuuring vms ; III klass - põhjendatud ekspertarvamuse , mitterandomiseeritud , võrreldud varem uuritud kontrollgrupiga või rohkem kui ühe haigusjuhuga .";35;50;randomiseeritud;redundant comma;"I klass - tõendatud rohkem kui ühe , kontrollgrupiga võrreldud hea kliinilise uuringuga ; II klass - põhjendatud rohkem kui ühe korralikult planeeritud kliinilise uurimusega nagu juhtkontroll- , kohortuuring vms ; III klass - põhjendatud ekspertarvamuse , mitterandomiseeritud , võrreldud varem uuritud kontrollgrupiga või rohkem kui ühe haigusjuhuga .";61.2;67.3;79.6
37570;Train/aja_ee200110_osa_3_ud211.conllu;Jewitti kalkulatsioonide kohaselt on tõenäosus , et inimene oma elu jooksul taevakeha läbi surma saab , üks juhus 20 000 kohta .;47;101;, et inimene oma elu jooksul taevakeha läbi surma saab;redundant comma;Jewitti kalkulatsioonide kohaselt on tõenäosus , üks juhus 20 000 kohta .;None;None;None
37625;Train/aja_horisont2000_osa_3_ud211.conllu;Kui siirdame selleks vaid ühe geeni , siis peame olema veendunud , et see geen täidab vaid seda ühte , meid huvitavat funktsiooni .;103;117;meid huvitavat;redundant comma;Kui siirdame selleks vaid ühe geeni , siis peame olema veendunud , et see geen täidab vaid seda ühte , funktsiooni .;95.5;95.5;95.5
37633;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;See et meestel leidsime kromosoomiaberratsioone umbes kaks korda sagedamini kui naistel , ühtib kirjanduse andmetega .;4;87;et meestel leidsime kromosoomiaberratsioone umbes kaks korda sagedamini kui naistel;redundant comma;See , ühtib kirjanduse andmetega .;100.0;100.0;100.0
37653;Train/tea_toohoive.conllu;Piltlikult öeldes , vahetasid pika- ja lühiajaline tööpuudus sel perioodil , mil üldine tööpuudus jäi suhteliselt stabiilseks ning majandus oli siiski positiivses faasis , oma kohad tööpuuduse struktuuris ( joonis 2.6 ) .;75;169;, mil üldine tööpuudus jäi suhteliselt stabiilseks ning majandus oli siiski positiivses faasis;redundant comma;Piltlikult öeldes , vahetasid pika- ja lühiajaline tööpuudus sel perioodil , oma kohad tööpuuduse struktuuris ( joonis 2.6 ) .;95.0;95.0;100.0
