id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
56990;Train/tea_dr8047.conllu;J.A.Nettleton ( 1991 ) rõhutab , et ω-3-rasvhappeid leidub planktonis , mõnede taimede seemnetes ja kalaõlis .;72;78;mõnede;free;J.A.Nettleton ( 1991 ) rõhutab , et ω-3-rasvhappeid leidub planktonis , taimede seemnetes ja kalaõlis .;100.0;100.0;100.0
56992;Dev/ilu_ruben_ud211.conllu;Arvasin kohe , et järgmised kaheksakümmend grammi tuleks võtta koos mingi salatiga .;68;73;mingi;free;Arvasin kohe , et järgmised kaheksakümmend grammi tuleks võtta koos salatiga .;100.0;100.0;100.0
56997;Train/aja_luup200106_osa_4_ud211.conllu;Nad ei ole nõus sellisest eluviisist loobuma .;16;25;sellisest;free;Nad ei ole nõus eluviisist loobuma .;100.0;100.0;100.0
57009;Train/ilu_valton_ud211.conllu;Kausis oli vett , aga külma vett kõht ei tahtnud , kui seal midagi muud ei olnud .;67;71;muud;free;Kausis oli vett , aga külma vett kõht ei tahtnud , kui seal midagi ei olnud .;100.0;100.0;100.0
57010;Train/tea_AA_05_6_ud211.conllu;Lisaks IQEU üksuse juhtimisele , mis hõlmab näiteks IQUE RAMi aadressiruumi ohjet , loogiliste aadresside teisendamist füüsilisteks aadressideks , failipaigutustabeli ( FAT16 ) ohjet , tegeleb minituuma püsitarkvara samuti taimeri , USB-liidese , multimeediumi-liidese ja mõnede teiste lülituste talitluse korraldamisega .;272;278;mõnede;free;Lisaks IQEU üksuse juhtimisele , mis hõlmab näiteks IQUE RAMi aadressiruumi ohjet , loogiliste aadresside teisendamist füüsilisteks aadressideks , failipaigutustabeli ( FAT16 ) ohjet , tegeleb minituuma püsitarkvara samuti taimeri , USB-liidese , multimeediumi-liidese ja teiste lülituste talitluse korraldamisega .;100.0;100.0;100.0
57011;Train/tea_AA_05_6_ud211.conllu;Lisaks IQEU üksuse juhtimisele , mis hõlmab näiteks IQUE RAMi aadressiruumi ohjet , loogiliste aadresside teisendamist füüsilisteks aadressideks , failipaigutustabeli ( FAT16 ) ohjet , tegeleb minituuma püsitarkvara samuti taimeri , USB-liidese , multimeediumi-liidese ja mõnede teiste lülituste talitluse korraldamisega .;272;285;mõnede teiste;free;Lisaks IQEU üksuse juhtimisele , mis hõlmab näiteks IQUE RAMi aadressiruumi ohjet , loogiliste aadresside teisendamist füüsilisteks aadressideks , failipaigutustabeli ( FAT16 ) ohjet , tegeleb minituuma püsitarkvara samuti taimeri , USB-liidese , multimeediumi-liidese ja lülituste talitluse korraldamisega .;100.0;100.0;100.0
57012;Train/aja_luup200202_osa_2_ud211.conllu;Nagu ka mitmeid ministreid ja teisi ametnikke .;8;15;mitmeid;free;Nagu ka ministreid ja teisi ametnikke .;100.0;100.0;100.0
57013;Train/aja_luup200202_osa_2_ud211.conllu;Nagu ka mitmeid ministreid ja teisi ametnikke .;30;35;teisi;free;Nagu ka mitmeid ministreid ja ametnikke .;100.0;100.0;100.0
57014;Train/aja_epl20061216_ud211.conllu;Müüjannad , noored naised , olid kõik umbkeelsed venelased .;33;37;kõik;free;Müüjannad , noored naised , olid umbkeelsed venelased .;100.0;100.0;100.0
57017;Train/aja_luup200202_osa_4_ud211.conllu;Sageli on nii , et DARPA teeb ainult eeltöö ja mõni muu firma arendab idee valmistooteni .;47;51;mõni;free;Sageli on nii , et DARPA teeb ainult eeltöö ja muu firma arendab idee valmistooteni .;100.0;100.0;100.0
57040;Train/aja_luup200106_osa_5_ud211.conllu;Keegi pidi minema mööda Soomet sõitma , et uurida neid 39 perekonda , kelle lastel oli tuvastatud kaasasündinud nefroos .;50;54;neid;free;Keegi pidi minema mööda Soomet sõitma , et uurida 39 perekonda , kelle lastel oli tuvastatud kaasasündinud nefroos .;100.0;100.0;100.0
57045;Dev/aja_ee199920_osa4_ud211.conllu;Kord pani Kivisildnik Värska kiigel kõrvaklapid pähe ja kuulas mingit eriti moodsat muusikat , ning leidis , et kaif oli täielik .;63;69;mingit;free;Kord pani Kivisildnik Värska kiigel kõrvaklapid pähe ja kuulas eriti moodsat muusikat , ning leidis , et kaif oli täielik .;100.0;100.0;100.0
57046;Train/tea_dr8047.conllu;Viimasel aastakümnel on olnud kogu maailma dietoloogide tähelepanu keskpunktis ω-3-rasvhapped , eelkõige oma võime tõttu vähendada vereliistakute kleepuvust ja seega ka ateroskleroosi ning infarktiohtu .;30;34;kogu;free;Viimasel aastakümnel on olnud maailma dietoloogide tähelepanu keskpunktis ω-3-rasvhapped , eelkõige oma võime tõttu vähendada vereliistakute kleepuvust ja seega ka ateroskleroosi ning infarktiohtu .;100.0;100.0;100.0
57049;Train/aja_luup200106_osa_6_ud211.conllu;Enne mõne “ huvitava ” e-kirja edasisaatmist tuttavatele tuleks kaks korda mõelda , kas see pälviks nende jäägitu poolehoiu .;5;9;mõne;free;Enne “ huvitava ” e-kirja edasisaatmist tuttavatele tuleks kaks korda mõelda , kas see pälviks nende jäägitu poolehoiu .;100.0;100.0;100.0
