id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
63049;Train/aja_epl20061216_ud211.conllu;Halliste vallas Vana-Kariste külas kasvanud tammest meisterdasid selle valmis Olustveres elavad kunstnikud Ly ja Raul Teder .;107;123;Ly ja Raul Teder;bound;Halliste vallas Vana-Kariste külas kasvanud tammest meisterdasid selle valmis Olustveres elavad kunstnikud .;92.3;92.3;92.3
63053;Train/aja_pm19980926e_ud211.conllu;Et kaks keelt ikka kindlalt kahekordselt tunnevad , kutsusin tänaseks lauakaaslaseks ametikaaslase ja ammuse hea sõbra Juta Ütsi .;119;128;Juta Ütsi;bound;Et kaks keelt ikka kindlalt kahekordselt tunnevad , kutsusin tänaseks lauakaaslaseks ametikaaslase ja ammuse hea sõbra .;94.1;94.1;100.0
63057;Train/aja_ee200110_osa_9_ud211.conllu;"Need said Rootsis töötav Enno Hallek ( graafika ja objektide näitus , 1996 ) , Peeter Mudist ( kunstniku esimene graafikanäitus , 1996 ) , kunstiteadlane Harry Liivrand ( Halleki ja Mudisti näituste kureerimise eest ) , Ly Lestberg ( fotonäitus "" Armastan "" , 1997 ) ning Jaan Elken ( maalinäitus , 1997 ) .";154;168;Harry Liivrand;bound;"Need said Rootsis töötav Enno Hallek ( graafika ja objektide näitus , 1996 ) , Peeter Mudist ( kunstniku esimene graafikanäitus , 1996 ) , kunstiteadlane ( Halleki ja Mudisti näituste kureerimise eest ) , Ly Lestberg ( fotonäitus "" Armastan "" , 1997 ) ning Jaan Elken ( maalinäitus , 1997 ) .";81.5;83.3;94.4
63058;Train/aja_ee200110_osa_9_ud211.conllu;"Need said Rootsis töötav Enno Hallek ( graafika ja objektide näitus , 1996 ) , Peeter Mudist ( kunstniku esimene graafikanäitus , 1996 ) , kunstiteadlane Harry Liivrand ( Halleki ja Mudisti näituste kureerimise eest ) , Ly Lestberg ( fotonäitus "" Armastan "" , 1997 ) ning Jaan Elken ( maalinäitus , 1997 ) .";245;257;""" Armastan """;bound;Need said Rootsis töötav Enno Hallek ( graafika ja objektide näitus , 1996 ) , Peeter Mudist ( kunstniku esimene graafikanäitus , 1996 ) , kunstiteadlane Harry Liivrand ( Halleki ja Mudisti näituste kureerimise eest ) , Ly Lestberg ( fotonäitus , 1997 ) ning Jaan Elken ( maalinäitus , 1997 ) .;83.0;84.9;96.2
63066;Train/tea_dr8047.conllu;E. Siguel ( 1996 ) leidis , et polüküllastumata rasvhapete mõjul alaneb veres suhe üldkolesterool/HDL-kolesterool .;83;113;üldkolesterool/HDL-kolesterool;bound;E. Siguel ( 1996 ) leidis , et polüküllastumata rasvhapete mõjul alaneb veres suhe .;None;None;None
63068;Train/aja_ee200110_osa_9_ud211.conllu;9. märtsil algusega kell 19 esinevad Mustpeade majas Rootsi pärimusmuusikud - vokaalansambel Fritfot ning kollektiiv nimega Nyckelharpaorkester .;93;100;Fritfot;bound;9. märtsil algusega kell 19 esinevad Mustpeade majas Rootsi pärimusmuusikud - vokaalansambel ning kollektiiv nimega Nyckelharpaorkester .;82.4;88.2;88.2
63069;Train/aja_pm20001004_osa_4_ud211.conllu;Kuigi Haabersti linnaosa endine peaarhitekt Riho Hürden oli eile valmis Tallinna linnakohtust lahkuma kas süütu või süüdlasena , jäi ta mõlemast tiitlist ilma , sest kohus saatis ta kriminaalasja kaitsepolitseisse täiendavale eeluurimisele .;44;55;Riho Hürden;bound;Kuigi Haabersti linnaosa endine peaarhitekt oli eile valmis Tallinna linnakohtust lahkuma kas süütu või süüdlasena , jäi ta mõlemast tiitlist ilma , sest kohus saatis ta kriminaalasja kaitsepolitseisse täiendavale eeluurimisele .;90.3;93.5;93.5
63072;Train/tea_AA_05_6_ud211.conllu;Mõiste “ USB välkmäludraiv ” maht on järsk , hõlmates üht kindlat mälupulga liiki .;7;28;“ USB välkmäludraiv ”;bound;Mõiste maht on järsk , hõlmates üht kindlat mälupulga liiki .;81.8;81.8;100.0
63073;Dev/aja_ee199920_osa4_ud211.conllu;Omakultuuriõhtu üks nael -- Udmurdi lauljatar Nadežda Utkina andis seevastu oma kiirgava olemise ja naturaalkitarriga korduvalt põhjust ovatsioonideks .;25;60;-- Udmurdi lauljatar Nadežda Utkina;bound;Omakultuuriõhtu üks nael andis seevastu oma kiirgava olemise ja naturaalkitarriga korduvalt põhjust ovatsioonideks .;100.0;100.0;100.0
63077;Train/aja_ee199920_osa_2_ud211.conllu;Šveitsi firma Nestlé on näide sellest , kuidas ilma suure kodumaise turuta jõutakse maailma suurimaks toiduainetekontserniks .;14;20;Nestlé;bound;Šveitsi firma on näide sellest , kuidas ilma suure kodumaise turuta jõutakse maailma suurimaks toiduainetekontserniks .;87.5;87.5;87.5
