sentence_id,start,end,word_form,current_case,sentence,current_deprel,current_analysis
12184431,66,70,sama,nom,"Õnnestunuks viimane tiir veatult , sõitnuks Lessinguga enam-vähem sama aja välja ka koondisekaaslane Indrek Tobreluts , kes sel juhul kerkinuks MMi jooksvas punktiarvestuses 30 parema sekka ning pääsenuks pühapäevasele ühisstardile .",advmod,"nom,sg"
721552,0,6,Õnneks,nom,"Õnneks ei anna keegi enam selliseid muinasjutulisi lubadusi , nagu eelmiste valimiste ajal Koonderakond ja Maarahva Ühendus , kes lubas politseile palka ja pätile malka .",advmod,"nom,prop,sg"
1590362,0,6,Õnneks,nom,"Õnneks annab arvutiga häält madalamaks teha . """,advmod,"nom,prop,sg"
3547010,0,6,Õnneks,nom,Õnneks ei andnud see tunda koondise mängus .,advmod,"nom,prop,sg"
5231703,0,6,Õnneks,nom,Õnneks ei andnud jalg end kordagi tunda .,advmod,"nom,prop,sg"
9183632,0,6,Õnneks,nom,Õnneks andis .,advmod,"nom,prop,sg"
10290131,0,6,Õnneks,nom,"Õnneks annab viga parandada , kui vaid ETV omasaated ära ei lõpe .",advmod,"nom,prop,sg"
11000032,0,6,Õnneks,nom,Õnneks ei andnud põlv tunda .,advmod,"nom,prop,sg"
13651722,0,6,Õnneks,nom,Õnneks annab arvutiga häält madalamaks teha . ”,advmod,"nom,prop,sg"
13881634,0,6,Õnneks,nom,"Õnneks annab statistika piisavalt põhjust uskuda , et saatusesõrm meid ei puuduta .",advmod,"nom,prop,sg"
14861132,0,6,Õnneks,nom,Õnneks annab ka fraunhofferit mõjutada 192 peal dual channelit tegema .,advmod,"nom,prop,sg"
19038755,8,12,tänu,nom,"Avaldan tänu Reformierakonnale , et ta tõi meie ette nii asjaliku eelnõu ja paneb meid mõtlema selle üle , kuidas soodustada investeerimist majandusse .",advmod,"com,nom,sg"
11985578,0,4,Sama,nom,Sama eeldab ta ka oma õpilastelt maali loomine algab puutööst ja lõuendi pingutamisest .,advmod,"nom,sg"
6603161,97,101,sama,gen,"Kui ainult naistöötaja võib lahkuda aastaseks lapsehoidmiseks töölt , eelistab tööandja kergesti sama",advmod,"gen,sg"
5961412,44,48,sama,nom,"Küsiksin ühe lihtsa ja jõukohase küsimuse , sama esitasin ka Laarie , aga kahjuks kustutati .",advmod,"nom,sg"
6254062,0,6,Õnneks,nom,Õnneks hakkas üks marruläinud koera märatsemispaigast autoga mööda sõitnud inimene palavikuliselt signaalitama .,advmod,"nom,prop,sg"
2241765,6,10,sama,nom,Umbes sama hindavad enda vabariigi kohta ka Lõuna-Osseetia võimud .,advmod,"nom,sg"
10577536,116,120,sama,nom,Nende järjestikused rünnakud olid üha ohtlikumad ja vaid soomlaste väravavahi Ari Sulanderi imetõrjed hoidsid seisu sama .,advmod,"nom,sg"
9117892,36,40,sama,nom,"Kui nende teletööd tulevad vähemalt sama huvitavad , võib uuest saatesarjast oodata mõndagi suviselt pikantset .",advmod,"nom,sg"
3178088,101,105,sama,nom,Nii mõnigi prominentne USA poliitik - näiteks demokraatide presidendiks pürgiv John Kerry ning varem sama ihanud Joseph Lieberman on isiklikult nõudnud mõne lapsendamise lubamist .,advmod,"nom,sg"
8953974,0,4,Sama,nom,"Sama ihkan minagi , kuigi aega on selleni veel palju . ”",advmod,"nom,sg"
3739782,46,50,sama,nom,Seda süstiti otse kusepõide ja tulemused olid sama julgustavad .,advmod,"nom,sg"
3994884,60,64,sama,gen,Kui nemad jälgisid aasta eest oma otsuse kaalumisel täpselt sama,advmod,"gen,sg"
6735773,0,6,Õnneks,nom,Õnneks olid mul paljud Georg Otsa ütlemised meelde jäänud .,advmod,"nom,prop,sg"
7377406,0,6,Õnneks,nom,Õnneks jäi tal enne väljumist silm peeglisse pidama .,advmod,"nom,prop,sg"
9353659,0,6,Õnneks,nom,Õnneks ei jäänud nende mikroseriaal sinna hiilivasse hajaliolekusse liiga pikalt pidama .,advmod,"nom,prop,sg"
13343505,0,6,Õnneks,nom,Õnneks ja paraku jään ma selle arvamusega selgesse vähemusse .,advmod,"nom,prop,sg"
16333814,0,6,Õnneks,nom,Õnneks on ainult üks aasta nendega jäänud .,advmod,"nom,prop,sg"
3328670,119,123,sama,nom,"Veelgi suurem üllatus oli , et selle lühikese aja jooksul , pildi ülespanekust kuni hetkeni , kui seda vaatasin , olid sama jõudnud teha juba üheksa inimest , kes kõik toredaid hinnanguid andsid .",advmod,"nom,sg"
7791471,126,130,sama,nom,"Enelin aga ei pidanud modellidele antud lubadusi ning Hannes ja Peeter heitsid daami üle parda , enne kui Enelin nende endiga sama jõudnuks teha .",advmod,"nom,sg"
1863724,57,61,sama,nom,Eile keelustas Poola loomaliha sisseveo Prantsusmaalt ja sama kaalub Bulgaaria ; Venemaa keelustas impordi juba eelmisel nädalal .,advmod,"nom,sg"
18787137,0,4,Sama,nom,Sama kaalume me ka lastekaupade puhul .,advmod,"nom,sg"
9080069,24,28,tänu,nom,"“ Vastased tegid skoori tänu meie vigadele kaitses , kasutasid süllekukkunud väravavõimalused oskuslikult ära . ”",advmod,"com,nom,sg"
11947104,0,4,Sama,nom,"Sama on südamest tulnud kingitustega Kaja kallistab peale SL Õhtulehe tänamise kaua-kaua ka tädi Silvit , kes oma unistusekirjas ei soovinud midagi endale , vaid otsustas seda teha teise inimese heaks .",advmod,"nom,sg"
4729437,25,29,sama,nom,"Põhimõtteliselt kardavad sama ka Montenegro naabrid , kellele teeb muret juba praegu vabariiki narko- ja varastatud autode transiidikanalina kasutav organiseeritud kuritegevus .",advmod,"nom,sg"
17799852,3,7,sama,nom,ja sama kardan ma ka EL-i suurte poolt .,advmod,"nom,sg"
2725203,61,65,sama,nom,"Ärimees korraldab reklaamikampaaniaid käibe suurendamiseks , sama kasutavad ka poliitikud .",advmod,"nom,sg"
17162728,16,20,sama,nom,"Ka XP kasutavat sama , nagu kurjad keeled räägivad .",advmod,"nom,sg"
1666740,61,65,sama,nom,Saksa autotootja Adam Opel avas Lõuna-Poolas uue tehase ning sama kavatseb teha ka Volkswagen .,advmod,"nom,sg"
3428466,63,67,sama,nom,""" Eelmisel aastal reisis meie kaudu Egiptusesse sada turisti , sama kavatsesime tänavu alates oktoobri lõpust teha , "" ütles WRIS Toursi reisikonsultant Anu Suik .",advmod,"nom,sg"
6147793,0,4,Sama,nom,Sama kavatseb teha ka maksumaksjate liit .,advmod,"nom,sg"
9373973,0,4,Sama,nom,Sama kavatsevad kommunistid teha ka kolmandal korral .,advmod,"nom,sg"
11082499,24,28,sama,gen,"Läänes seda tehaksegi , sama kavatseme siin hoones ja aias teha ka meie , ” kõneles Jaan Martin .",advmod,"gen,sg"
1529601,6,10,sama,nom,"Umbes sama olen kogenud ka lavaka sisseastumis-eksamitel , kui märkasin , et ilmselt ei saa mööda sellest , kes on su vanemad .",advmod,"nom,sg"
8109436,0,4,Sama,gen,"Sama kogesin suvel ka prantslaste "" Amelie'd "" üle vaadates .",advmod,"gen,sg"
9416084,6,10,sama,gen,Umbes sama kogesin nüüd teatris .,advmod,"gen,sg"
11724375,114,118,sama,nom,Orlando Magic suutis Seattle'ist enda ridadesse meelitada veteran Patrick Ewingu ning Los Angeles Lakersi leerist sama kogenud Horace Granti .,advmod,"nom,sg"
16743401,30,34,sama,nom,"tundub , et paljud on kogenud sama .",advmod,"nom,sg"
17597798,53,57,sama,nom,"On oluline , et kolonni lisataks analüüsiks iga kord sama kogus standard- või proovilahust ± 0,5% , välja arvatud sisestandardi kasutamisel , ning et standard- ja proovilahuste naatriumi- ja aminohappesisalduste suhe oleks võimalikult sarnane .",advmod,"nom,sg"
2979375,0,4,Sama,nom,Sama kurdab Tallinna reaalkooli kehalise õpetaja Katrin Kuusk : koolitunnis suusatama minna pole lihtsalt võimalik .,advmod,"nom,sg"
3923537,64,68,sama,nom,"Kohalikel omavalitsustel pidevaks teehoolduseks raha ei jätku , sama kurdavad ka saare teedemehed , nii nad soovitavadki murelikel helistajatel kevadet oodata .",advmod,"nom,sg"
10681145,89,93,sama,nom,"See on probleem kõikidele moodsatele parlamentidele , igal pool kurdab rahvas tavaliselt sama , et nad ei käi kohal , kuna nad ei istu oma toolidel , ” seletas Kelam .",advmod,"nom,sg"
11389683,0,4,Sama,nom,"Sama kurtsid ka Lennart Meri vanad sõbrad , aga neid oli võrreldes Ilvese tutvusringkonnaga palju vähem .",advmod,"nom,sg"
14050804,18,22,sama,gen,Tuttavad kurdavad sama : mõne tuhande kroonised tööotsad ei köida ühtki ehitajat .,advmod,"gen,sg"
14175807,0,4,Sama,nom,"Sama kurdab Kadri linnajao teises servas elav kolleeg , kes , nagu Kadrigi , on EMT klient : « Toksisin kogu aeg klahve kuna Suntribe'i esinemine tundus mage , kadus lootus , et nad võiksid finaali saada .",advmod,"nom,sg"
3619335,0,4,Sama,nom,"Sama kutsus ta tegema ka valitsuse liikmeid , tööstureid , pankureid , ettevõtjaid ja poliitikuid .",advmod,"nom,sg"
4111684,0,4,Sama,nom,"Sama kutsus ta tegema ka Eesti valitsusliikmeid , tööstureid , pankureid , ettevõtjaid ja poliitikuid .",advmod,"nom,sg"
12311618,63,67,sama,nom,Hispaania on samuti keelanud importida sigu Suurbritanniast ja sama kutsuvad üles tegema Prantsuse põllumehed .,advmod,"nom,sg"
16694885,8,12,sama,nom,Täpselt sama kuulsime Euroopa standarditele ja normidele ülemineku plaani kohta .,advmod,"nom,sg"
7755631,6,10,sama,nom,"Umbes sama küsisin ka siis , kui kolleeg mulle tööpäeva pingelisuse leevendamiseks sama autori eelmist plaati mängis , mingit ööbiku-nimelist ( “ Ööbikutund ” / Ivar Vinkel/ Orbital Vox Records ) .",advmod,"nom,sg"
8622913,0,4,Sama,nom,Sama küsib mu naine kogu aeg .,advmod,"nom,sg"
17236310,0,4,Sama,nom,Sama küsisid arstid kooris ka suure visiidi ajal.,advmod,"nom,sg"
19632951,19,23,sama,gen,twisted: ei ma nii sama küsisin,advmod,"gen,sg"
21086399,14,18,sama,gen,liisa: ma nii sama küsisin,advmod,"gen,sg"
10568945,0,4,Sama,nom,"Sama lubas Kert teha ka tänavu jaanuaris , kui SL-is hakkas ilmuma Jüri Kadaku “ Mängusõda ” .",advmod,"nom,sg"
12997636,77,81,sama,nom,"Rohkem rännanud tegelased ütlevad , et see paik meenutab Krimmi hõng pidavat sama olema .",advmod,"nom,sg"
3397967,0,6,Õnneks,nom,"Õnneks on mõnel "" ilusamal "" sõnal ka paremini läinud .",advmod,"nom,prop,sg"
3767008,2,8,Õnneks,nom,""" Õnneks nii kaugele asi ei läinud , "" sõnas Roonet .",advmod,"nom,prop,sg"
5260318,0,6,Õnneks,nom,"Õnneks meil eriti ei lähe ka ! "" rääkis Kristal .",advmod,"nom,prop,sg"
9327054,0,6,Õnneks,nom,"Õnneks on seekord olüpiamängudele pääsemine korda läinud ka kahel Võrumaa mehel , kes on välja kasvanud Võru spordikoolist .",advmod,"nom,prop,sg"
12003158,0,6,Õnneks,nom,Õnneks on see seni korda läinud .,advmod,"nom,prop,sg"
12791591,0,6,Õnneks,nom,Õnneks meil eriti ei lähe ka ! ” rääkis Kristal .,advmod,"nom,prop,sg"
15631677,0,6,Õnneks,nom,Õnneks on viimasel ajal asjad paremuse poole läinud .,advmod,"nom,prop,sg"
16648427,0,9,Kolmadaks,nom,"Kolmadaks , mine tegelt ka trenni ja võta kava ( nt.  ) .",advmod,"nom,prop,sg"
5548230,0,6,Õnneks,nom,Õnneks ei ole laste loomus poole sajandiga muutunud .,advmod,"nom,prop,sg"
13589271,0,6,Õnneks,nom,Õnneks ei ole laste loomus poole sajandiga muutunud .,advmod,"nom,prop,sg"
14862112,226,230,sama,gen,"S. t . et sõber käis stuudios , mängis süntekaga mingi asja sisse ja pärast tuli koju , võttis sünteka , pani peale TÄPSELT SAMA , mitte sarnase , kordan TÄPSELT SAMA programmi , mida ta ise kasutas stuudios ja mängis täpselt sama moodi , kui ta mängis stuudios ?",advmod,"gen,sg"
2263827,0,6,Õnneks,nom,"Õnneks raha ei määra kõike , aga pealinna klubi peaks poolfinaalis sammuma kindlamalt .",advmod,"nom,prop,sg"
12343252,0,6,Õnneks,nom,Õnneks ei määra minu maitse ETV programmi koostamist .,advmod,"nom,prop,sg"
14803452,39,43,sama,nom,"Meie võimas nišš on klassika , ja just sama mõistsid Fischeri mehed , "" jõudis Alaver tagasi uute suuskade juurde .",advmod,"nom,sg"
16562181,28,32,sama,nom,Kas keegi on sulle vahetult sama mõista andnud ?,advmod,"nom,sg"
1163762,56,60,sama,gen,"Hollandlased kujundasid oma paviljoni lausa metsatuka , sama näeme soomlastel ( uurisin , kas on ka mustikaid-jõhvikaid istutatud ) , horvaatidel , andorralastel .",advmod,"gen,sg"
1475510,0,4,Sama,nom,Sama nägi ta NSV Liidu siseministeeriumi erivägedes aega teenides .,advmod,"nom,sg"
6528663,108,112,sama,nom,"Sporditeenistuse hinnangul peaks treeningutel käima vähemalt 70 protsenti nimekirjas olevatest õpilastest , sama näitab ka Tallinna spordi- ja noorsooameti praktika .",advmod,"nom,sg"
15992830,11,15,sama,gen,Mul näitab sama moodi ja ühegi mänguga ei jää hätta ( 6600gt ),advmod,"gen,sg"
17276283,25,29,sama,nom,"DIR /X ei toimi , näitab sama mis lihtne DIR ( mujal kataloomades toimib /X ilusti ? ! ? ) .",advmod,"nom,sg"
18201939,8,12,sama,nom,"Peaaegu sama näitavad ka maakatastri andmed , kus katastri tööde tempo muidugi ennetab maade kinnistamise tempot , maakatastris on praegu registreeritud 78 000 maaüksust pindalaga 824 000 ha ehk  ca  20% Eesti Vabariigi territooriumist .",advmod,"nom,sg"
5542582,68,72,sama,nom,"Seejuures on mõlemad parteid kindlad , et Kosovo peab iseseisvuma , sama nõuab ka UCK varasema välikomandöri Ramush Haradinaj juhitav Kosovo Tuleviku Allianss .",advmod,"nom,sg"
8139302,121,125,sama,nom,"Tallinnas Keskerakonnaga koalitsioonis olev Reformierakond nõuab linnavalitsuselt negatiivse lisaeelarve koostamist ning sama nõuab Reformierakonna partner Toompeal , kuid Tallinnas opositsioonis olev Res Publica .",advmod,"nom,sg"
6075804,88,92,sama,nom,"2000. aastal kuulutas paavst noorelt surnud karjuslapsed Jacinta ja Francisco õndsaks , sama ootab õde Luciat .",advmod,"nom,sg"
16314561,19,23,sama,gen,ootaks red gangilt sama,advmod,"gen,sg"
3974344,37,41,sama,nom,"Ja ega küsimusedki olnud üllatavad , sama oleksid osanud ajakirjanikud küsida ka ilma rahval küsimusi saata palumata , nentis mõni vaatleja .",advmod,"nom,sg"
17800469,0,4,Tõsi,nom,Tõsi ma ei oska ise ka õelda mida sinna ette panna et see toimiks .,advmod,"com,nom,sg"
2910474,107,111,sama,nom,"Hispaania valitsusjuht teatas kohe pärast ametisse astumist Hispaania sõjaväelaste äratoomisest Iraagist , sama otsustasid teha Honduras ja Dominikaani Vabariik .",advmod,"nom,sg"
12776403,0,4,Sama,nom,"Sama , ent lauast-letist tellides pakub ka kõrtsupool .",advmod,"nom,sg"
19760505,14,18,sama,nom,Kurb_poiss_15 sama võib poiste kohta ka küsida ma pakun,advmod,"nom,sg"
1297556,0,6,Õnneks,nom,"Õnneks pidas auto viimase sõiduveerandi vastu , vaatan järgmiste etappide poole väga lootusrikkalt , "" ütles võidumees Reutersi vahendusel .",advmod,"nom,prop,sg"
5913681,0,6,Õnneks,nom,"Õnneks Eesti kaitse peab , vähemalt esialgu .",advmod,"nom,prop,sg"
6800657,0,6,Õnneks,nom,"Õnneks ei pea Veere sõnul paika võrdlus , nagu peaks inimene kogu elu näiteks Viru Õlle toodangut jooma .",advmod,"nom,prop,sg"
7712067,0,6,Õnneks,nom,"Õnneks Eesti kaitse peab , vähemalt esialgu .",advmod,"nom,prop,sg"
16162831,0,6,Õnneks,nom,Õnneks see kahtlus ei pidanud paika .,advmod,"nom,prop,sg"
2425782,54,58,sama,gen,Samas on ajatariifid ehk ootetasu pea kõigil firmadel sama ning odavatel firmadel lisaks öised või nn linnast välja tariifid ja Grossi sõnul peitubki siin lõks .,advmod,"gen,sg"
11597813,44,48,sama,nom,"Vormelipiloot Mika Häkkinen jõudis sihile , sama peab silmas ralliäss Tommi Mäkinen homme algaval Austraalia rallil .",advmod,"nom,sg"
13892496,43,47,sama,nom,"Hetk hiljem selgub , et jõgi voolab siiski sama pidi kui enne .",advmod,"nom,sg"
15557209,66,70,sama,nom,"Pakend maksab  0 , 5 l kali 7. - = 70. -/l , 5 l 27. - = 2.70 l , sama pea kõigi muudegi asjadega .",advmod,"nom,sg"
15849860,66,70,sama,nom,"Pakend maksab  0 , 5 l kali 7. - = 70. -/l , 5 l 27. - = 2.70 l , sama pea kõigi muudegi asjadega .",advmod,"nom,sg"
4036843,34,38,sama,nom,"Kantsler Gerhard Schröder proovis sama , öeldes : "" Olen kindel , et ta tegi midagi valesti .",advmod,"nom,sg"
15980377,42,46,sama,nom,proovisin teiste kontodega ka aga tulemus sama .,advmod,"nom,sg"
17154153,31,35,sama,nom,Proovisin ka oversize aga ikka sama .,advmod,"nom,sg"
15417690,20,30,sellepoole,nom,"Telefoni tootjad ju sellepoole püüdlevadki , et võimalikult vastupidavaid varuosasid oma toodetes kasutada ja samahästi võiks iga elektroonilise asja kohta küsida siis jus juba valmistajapoolset sertifikaati .",advmod,"com,nom,sg"
1603305,0,4,Sama,nom,Sama püüab Krista edasi anda ka oma neljale lapsele .,advmod,"nom,sg"
2855039,0,4,Sama,nom,"Sama on nad püüdnud ka Eestis saavutada , kuid seda on samuti suudetud seni kõrvale tõrjuda .",advmod,"nom,sg"
3368435,75,79,sama,nom,""" Võitluses organiseeritud kuritegevusega olen alati lähtunud inimestest , sama püüan teha ka oma kirjatöös .",advmod,"nom,sg"
8345539,9,13,sama,nom,"Püüdsime sama ka telefonitsi , kuid taas tulemusteta .",advmod,"nom,sg"
10711949,0,4,Sama,nom,Sama püüab Krista edasi anda ka oma neljale lapsele .,advmod,"nom,sg"
16098347,28,32,sama,nom,"Sama püüab ka Keskerakond , sama püüdsid Isamaaliit ja Res Publica .",advmod,"nom,sg"
3368435,75,79,sama,nom,""" Võitluses organiseeritud kuritegevusega olen alati lähtunud inimestest , sama püüan teha ka oma kirjatöös .",advmod,"nom,sg"
5685006,0,6,Õnneks,nom,"Õnneks saab temaga alati kokkuleppele ja see teeb koostöö hõlpsaks . """,advmod,"nom,prop,sg"
7047088,0,6,Õnneks,nom,Õnneks Andrei saab nüüd koju ja mul pole ka enam kaua jäänud .,advmod,"nom,prop,sg"
7784724,0,6,Õnneks,nom,Õnneks ei saanud neist ükski päris raskelt viga .,advmod,"nom,prop,sg"
9105177,0,6,Õnneks,nom,Õnneks ei saa kahtlused alati kinnitust .,advmod,"nom,prop,sg"
9251357,0,6,Õnneks,nom,"Õnneks saab kõige tümamatest kohtadest üle kitsast laudteed pidi , oma pool kilomeetrit tuleb siiski rabas sumbata .",advmod,"nom,prop,sg"
11060493,0,6,Õnneks,nom,Õnneks ei saanud kummaski terroriaktis keegi surma .,advmod,"nom,prop,sg"
13993708,0,6,Õnneks,nom,Õnneks saime nendega kohtuvälisele kokkuleppele .,advmod,"nom,prop,sg"
15207033,0,6,Õnneks,nom,Õnneks sai kiirelt kätte ja ei pidanud 2h tirima ja siis pettuma .,advmod,"nom,prop,sg"
16340689,0,6,Õnneks,nom,Õnneks ei saa aru asjadest mida ma tegelikult mäletan ja mida mitte ning elab õndsas teadmatuses .,advmod,"nom,prop,sg"
18004321,0,6,Õnneks,nom,Õnneks ei saa arvutigurust kunagi üldrahvalikku kangelast .,advmod,"nom,prop,sg"
5312429,34,38,sama,nom,Eestlased on välismaalaste suhtes sama sallivad nagu enamiku teiste riikide teismelised .,advmod,"nom,sg"
7733069,34,38,sama,nom,Eestlased on välismaalaste suhtes sama sallivad nagu enamiku teiste riikide teismelised .,advmod,"nom,sg"
14937079,48,52,sama,nom,"Õpetajad ega kooli juhtkond polnud aga hoopiski sama sallivad , vaid kutsusid kohale politsei ja andsid asja hiljem kohtusse .",advmod,"nom,sg"
2867676,0,6,Valmis,nom,"Valmis tehased seisavad , enamik kavandatud tehaseplaane on külmutatud .",advmod,"nom,pos,sg"
